preference_id,user_id,preferred_languages,guide_language,interests,dietary_flags,accessibility_needs,preferred_currency,max_daily_budget,max_daily_budget_currency,pace,updated_at
prf_c778c34a,usr_c25e06d9,"ja,kn",ja,"food_market,food_street,nature_desert,nightlife_bar",,,JPY,2010.97,JPY,packed,2026-08-18T10:00:00+05:30
prf_c8a6e89a,usr_5ffc5ee5,kn,,"adventure_water,beach_active",vegan,,INR,45453.75,INR,balanced,2026-08-18T10:00:00+05:30
prf_3293cdbd,usr_d32b1be5,en-IN,en-IN,"nature_waterfall,heritage_ruins,museum_art,beach_active,nature_desert",,step_free,IDR,4136.90,IDR,relaxed,2026-08-18T10:00:00+05:30
prf_72e883b7,usr_fe056e56,gu,gu,"food_market,food_cooking,adventure_trek,religious_ghats",,hearing,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_5f1a0bda,usr_9d0bf50e,"ar,mr",mr,"nature_garden,adventure_cycle,adventure_trek,food_street",,,AED,32308.04,AED,relaxed,2026-08-18T10:00:00+05:30
prf_00f1b3d6,usr_525b1d3c,en-IN,,"adventure_trek,shopping_craft",vegan,,INR,29571.12,INR,balanced,2026-08-18T10:00:00+05:30
prf_d7557d3c,usr_04b21637,"en-IN,ml",en-IN,"nature_desert,wildlife_birding",,,INR,22302.99,INR,packed,2026-08-18T10:00:00+05:30
prf_7a7133ed,usr_ede8042e,hi,,"wellness_ayur,adventure_air,food_street",vegetarian,,INR,33510.83,INR,relaxed,2026-08-18T10:00:00+05:30
prf_917c9f39,usr_0ff233bd,en-IN,en-IN,"wildlife_safari,food_fine,shopping_mall,heritage_stepwell",halal,,INR,36864.64,INR,packed,2026-08-18T10:00:00+05:30
prf_0248cb37,usr_ee6409a7,"hi,ml",,"heritage_stepwell,religious_ghats,adventure_cycle",vegan,hearing,INR,44850.89,INR,packed,2026-08-18T10:00:00+05:30
prf_4c689064,usr_7f6e49de,mr,mr,"museum_art,nature_hill",jain,,INR,2095.85,INR,packed,2026-08-18T10:00:00+05:30
prf_4432a5bb,usr_aef2650b,"en-IN,bn",en-IN,"wildlife_safari,nature_waterfall",halal,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_10558853,usr_f6db29eb,zh,,"nature_desert,nightlife_bar",vegan,,SGD,,,balanced,2026-08-18T10:00:00+05:30
prf_1a5a2781,usr_5cdbb1d3,"en-IN,bn",en-IN,"museum_history,wildlife_sanctuary,nature_hill,heritage_ruins,adventure_water",jain,,INR,4587.82,INR,packed,2026-08-18T10:00:00+05:30
prf_72858214,usr_671138ff,bn,bn,"wellness_yoga,nature_desert,beach_active,wellness_ayur,nightlife_bar",vegetarian,none,INR,32336.14,INR,packed,2026-08-18T10:00:00+05:30
prf_62a4c49e,usr_e96d03fd,kn,kn,"heritage_fort,nature_garden,adventure_cycle",halal,vision,INR,44958.73,INR,relaxed,2026-08-18T10:00:00+05:30
prf_0e8cdbb7,usr_29dfdea3,en-IN,en-IN,"museum_history,religious_pilgrim",vegetarian,,INR,8947.03,INR,packed,2026-08-18T10:00:00+05:30
prf_e38c2be9,usr_de458aa5,"en-IN,kn",,"wellness_yoga,adventure_cycle,shopping_craft,wellness_ayur",vegetarian,,MYR,5951.14,MYR,balanced,2026-08-18T10:00:00+05:30
prf_4c8a53e6,usr_6866c6a4,"ar,ml",,"wildlife_safari,wellness_yoga,adventure_trek,food_street",jain,vision,AED,9508.46,AED,packed,2026-08-18T10:00:00+05:30
prf_3492ef19,usr_9937a749,"ne,mr",,"heritage_fort,shopping_craft,wildlife_safari,adventure_trek",halal,,NPR,,,relaxed,2026-08-18T10:00:00+05:30
prf_06f9b4a5,usr_424fbf1a,en-IN,,"nightlife_bar,food_street,nightlife_live,adventure_trek",halal,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_978268b0,usr_e7722766,gu,gu,"adventure_cycle,museum_art,nature_waterfall,food_street",,step_free,INR,23184.46,INR,relaxed,2026-08-18T10:00:00+05:30
prf_3341eebc,usr_c582abb2,"en-IN,ml",ml,"nature_hill,wellness_ayur,food_fine",jain,,INR,19346.93,INR,relaxed,2026-08-18T10:00:00+05:30
prf_414ba7a2,usr_f96768fc,"ta,hi",,"adventure_trek,food_fine",vegan,vision,INR,5583.44,INR,balanced,2026-08-18T10:00:00+05:30
prf_fcb4f892,usr_58d2b52f,"en-IN,mr",mr,"wildlife_birding,museum_art,heritage_stepwell",vegetarian,,INR,8741.01,INR,balanced,2026-08-18T10:00:00+05:30
prf_a81ed138,usr_7e0ddebe,en-IN,en-IN,"nature_waterfall,shopping_bazaar,beach_quiet,shopping_mall,nightlife_bar",vegan,,INR,37776.99,INR,packed,2026-08-18T10:00:00+05:30
prf_67bf5572,usr_7f6d27fe,en-IN,en-IN,"nature_lake,religious_ghats,wildlife_safari,adventure_water",none,,SGD,40220.19,SGD,packed,2026-08-18T10:00:00+05:30
prf_838b759d,usr_40edb5af,ne,ne,"nightlife_live,food_fine,wellness_ayur,museum_science,shopping_mall",,,INR,2716.40,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1cbc6f1f,usr_37079a82,de,de,"beach_active,wildlife_birding,religious_ghats,nature_hill,nature_lake",vegan,,CHF,2491.48,CHF,balanced,2026-08-18T10:00:00+05:30
prf_b59ea843,usr_d9890333,"en-IN,hi",,"religious_pilgrim,museum_art,nature_garden,food_street,shopping_craft",vegan,,INR,22477.35,INR,balanced,2026-08-18T10:00:00+05:30
prf_ecc2484d,usr_045378e4,hi,hi,"museum_science,heritage_ruins,nightlife_live,beach_quiet,museum_art",,hearing,INR,4707.29,INR,packed,2026-08-18T10:00:00+05:30
prf_8967965f,usr_8180c222,en-IN,en-IN,"heritage_temple,adventure_water,religious_ghats",halal,,INR,2825.56,INR,balanced,2026-08-18T10:00:00+05:30
prf_cb1f0a4b,usr_7f26d855,"en-IN,hi",hi,"food_market,shopping_mall,wildlife_birding,wildlife_safari",vegan,step_free,INR,31042.24,INR,packed,2026-08-18T10:00:00+05:30
prf_fe581ae6,usr_b452b228,ar,,"religious_ghats,museum_art,adventure_trek,nature_lake,shopping_mall",vegetarian,,MVR,17215.20,MVR,balanced,2026-08-18T10:00:00+05:30
prf_8b9db701,usr_e21b6644,"en-IN,ml",ml,"adventure_air,museum_history",,,INR,5283.09,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8bdc2699,usr_1f670e21,"en-IN,pa",,"religious_ghats,heritage_fort,nature_garden,religious_pilgrim,museum_science",,,NPR,11407.87,NPR,packed,2026-08-18T10:00:00+05:30
prf_3d6c3f0c,usr_acbd09a0,ja,ja,"adventure_air,adventure_trek,museum_art,religious_pilgrim",,,JPY,35469.33,JPY,packed,2026-08-18T10:00:00+05:30
prf_f49da27f,usr_cdfb4f44,"te,hi",te,"nature_hill,nature_waterfall",,,INR,31557.36,INR,packed,2026-08-18T10:00:00+05:30
prf_04aa665a,usr_8f81432c,id,id,"heritage_temple,wildlife_safari",halal,step_free,IDR,,,relaxed,2026-08-18T10:00:00+05:30
prf_0898eec8,usr_a0621ff2,"en-IN,mr",en-IN,"nature_waterfall,wellness_ayur,museum_art,nature_hill,heritage_temple",,none,INR,6308.75,INR,balanced,2026-08-18T10:00:00+05:30
prf_0d4b43ac,usr_72d88a70,"kn,ta",kn,"museum_science,nature_lake",jain,step_free,INR,2241.21,INR,packed,2026-08-18T10:00:00+05:30
prf_6192b751,usr_c0b1d0d3,en-IN,,"food_cooking,beach_quiet,heritage_fort,religious_ghats",jain,vision,INR,4849.06,INR,balanced,2026-08-18T10:00:00+05:30
prf_3f6123a3,usr_3127972d,"en-IN,kn",,"nature_hill,beach_active",vegan,,INR,2145.92,INR,relaxed,2026-08-18T10:00:00+05:30
prf_7092f6ff,usr_9292ebbb,"or,ml",or,"nature_garden,food_cooking,nightlife_bar,shopping_bazaar",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_e7502968,usr_8f32fd7a,en-IN,en-IN,"museum_art,adventure_water,adventure_air",jain,,LKR,31822.85,LKR,balanced,2026-08-18T10:00:00+05:30
prf_97c192b9,usr_044d1ce1,"si,en-IN",en-IN,"wildlife_birding,nature_garden",jain,,LKR,,,packed,2026-08-18T10:00:00+05:30
prf_2addbb7d,usr_cd45f751,"bn,te",te,"adventure_water,heritage_temple,wildlife_sanctuary",vegetarian,,INR,5733.24,INR,relaxed,2026-08-18T10:00:00+05:30
prf_20f852ad,usr_865c98a2,en-IN,en-IN,"nightlife_bar,religious_pilgrim,nature_garden",,step_free,INR,7722.36,INR,balanced,2026-08-18T10:00:00+05:30
prf_04ec6fc2,usr_dbcf6091,"en-IN,mr",,"religious_ghats,wildlife_birding,nightlife_live,food_market,beach_active",none,,LKR,5363.61,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_78fc424f,usr_91afdeed,"mr,pa",,"wellness_ayur,food_street,food_market,wildlife_sanctuary,beach_quiet",jain,,INR,2144.25,INR,packed,2026-08-18T10:00:00+05:30
prf_d8109b66,usr_63c4ad9e,"si,ml",ml,"nightlife_bar,museum_science,wildlife_birding",vegetarian,,LKR,22360.77,LKR,balanced,2026-08-18T10:00:00+05:30
prf_700ebd4a,usr_f6728ccc,"si,bn",si,"beach_active,wildlife_birding",,,LKR,2044.99,LKR,packed,2026-08-18T10:00:00+05:30
prf_07faaf47,usr_c94b68cc,en-IN,,"wildlife_birding,heritage_stepwell,beach_quiet,wellness_yoga",jain,,INR,9144.18,INR,packed,2026-08-18T10:00:00+05:30
prf_3fbe08ac,usr_8b3ba681,ta,ta,"nature_desert,food_market,food_street,religious_pilgrim",,,INR,14814.41,INR,packed,2026-08-18T10:00:00+05:30
prf_471158f4,usr_e2966606,"ml,mr",mr,"religious_pilgrim,adventure_air,nightlife_live,shopping_craft,heritage_ruins",jain,,INR,38965.53,INR,relaxed,2026-08-18T10:00:00+05:30
prf_9c455aaf,usr_18b5561e,"en-IN,ml",,"food_fine,wildlife_safari",none,hearing,INR,33109.26,INR,packed,2026-08-18T10:00:00+05:30
prf_7e8b3818,usr_91bd179b,en-IN,en-IN,"food_market,shopping_bazaar",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_67c9b6d3,usr_47f43984,si,si,"heritage_ruins,adventure_trek",,step_free,LKR,6380.95,LKR,packed,2026-08-18T10:00:00+05:30
prf_94ab2e76,usr_3c3ae758,en-IN,en-IN,"wellness_ayur,wildlife_safari",vegetarian,none,INR,5443.16,INR,relaxed,2026-08-18T10:00:00+05:30
prf_0a6b2eb7,usr_14c738e0,ml,ml,"heritage_stepwell,nightlife_bar",vegan,,INR,6428.55,INR,balanced,2026-08-18T10:00:00+05:30
prf_de71adc8,usr_94de7192,"en-IN,mr",mr,"adventure_air,nature_desert,heritage_ruins",vegan,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_38b123cf,usr_737d4dab,"de,ml",ml,"heritage_fort,food_street,adventure_air",,,CHF,14792.11,CHF,relaxed,2026-08-18T10:00:00+05:30
prf_82662f5a,usr_b021d103,"hi,te",,"nature_hill,food_street,heritage_temple",vegetarian,,INR,4660.04,INR,relaxed,2026-08-18T10:00:00+05:30
prf_34da4e74,usr_c8d7856d,"kn,hi",,"nightlife_live,food_street,adventure_cycle",,vision,INR,7639.19,INR,balanced,2026-08-18T10:00:00+05:30
prf_bc391ec5,usr_0cc10db2,"en-IN,ta",en-IN,"shopping_bazaar,wildlife_sanctuary,nature_hill",halal,,INR,31337.25,INR,balanced,2026-08-18T10:00:00+05:30
prf_7ed9c7e3,usr_c4b23b72,en-IN,en-IN,"religious_ghats,food_market,beach_active,nature_garden",jain,step_free,INR,21802.19,INR,packed,2026-08-18T10:00:00+05:30
prf_7293609f,usr_e0440f90,te,te,"adventure_trek,food_cooking,adventure_cycle,heritage_temple",jain,none,INR,4416.12,INR,packed,2026-08-18T10:00:00+05:30
prf_ae338d6a,usr_5d0dfeb3,en-IN,en-IN,"food_market,adventure_cycle,wellness_yoga",none,,INR,5432.40,INR,relaxed,2026-08-18T10:00:00+05:30
prf_7700f263,usr_aaf1c470,ar,ar,"food_cooking,nature_desert,adventure_water",jain,step_free,MVR,2078.76,MVR,balanced,2026-08-18T10:00:00+05:30
prf_e0a8db03,usr_d92eb166,en-IN,en-IN,"nightlife_bar,shopping_craft,religious_pilgrim,food_fine,wildlife_birding",vegan,none,CHF,33309.78,CHF,packed,2026-08-18T10:00:00+05:30
prf_fe4d8f82,usr_82545d82,ta,ta,"food_street,nature_waterfall",none,,INR,3249.72,INR,relaxed,2026-08-18T10:00:00+05:30
prf_50610811,usr_d73f4c7f,en-IN,,"museum_history,shopping_mall,adventure_water",,,INR,6043.69,INR,relaxed,2026-08-18T10:00:00+05:30
prf_eb40911c,usr_3666a349,"hi,te",te,"wellness_ayur,adventure_air,museum_history",,,INR,10497.34,INR,packed,2026-08-18T10:00:00+05:30
prf_8fe3a171,usr_da5d7284,kn,kn,"museum_art,nature_hill,nature_garden",,,INR,3173.81,INR,packed,2026-08-18T10:00:00+05:30
prf_793ac6f9,usr_357e579a,en-IN,en-IN,"shopping_craft,beach_active",vegetarian,,INR,17468.02,INR,balanced,2026-08-18T10:00:00+05:30
prf_f4518eb1,usr_d1a44892,"en-IN,kn",en-IN,"nature_desert,religious_ghats,food_market,religious_pilgrim",,,INR,18505.96,INR,packed,2026-08-18T10:00:00+05:30
prf_6844502e,usr_9738df4b,"en-IN,kn",en-IN,"wildlife_sanctuary,beach_quiet,nightlife_bar,nightlife_live,museum_science",jain,,INR,36754.60,INR,balanced,2026-08-18T10:00:00+05:30
prf_6da275c3,usr_5527167d,pa,pa,"wildlife_birding,heritage_fort,adventure_air",vegan,,INR,21936.94,INR,packed,2026-08-18T10:00:00+05:30
prf_c7293d56,usr_933e3fb7,"en-IN,gu",gu,"heritage_temple,heritage_fort",,step_free,INR,31777.41,INR,relaxed,2026-08-18T10:00:00+05:30
prf_af2a5586,usr_a0d77be3,"en-IN,ta",ta,"adventure_water,adventure_air",halal,,INR,2090.17,INR,relaxed,2026-08-18T10:00:00+05:30
prf_42c791ef,usr_1dd8f348,ne,ne,"wildlife_birding,wildlife_safari,adventure_cycle,heritage_fort,religious_pilgrim",jain,step_free,INR,44485.02,INR,packed,2026-08-18T10:00:00+05:30
prf_cb1a05c6,usr_2e849b83,"hi,gu",gu,"adventure_water,adventure_cycle,shopping_craft",,,INR,29322.55,INR,balanced,2026-08-18T10:00:00+05:30
prf_4032002e,usr_22d1a7e5,en-IN,en-IN,"adventure_water,religious_ghats,nature_desert,beach_active,nightlife_live",,,INR,2811.82,INR,relaxed,2026-08-18T10:00:00+05:30
prf_d24ec116,usr_42dc4da4,"en-IN,bn",bn,"heritage_fort,nature_hill,adventure_water",halal,,QAR,2849.52,QAR,relaxed,2026-08-18T10:00:00+05:30
prf_0b228899,usr_b0226153,en-IN,en-IN,"nightlife_bar,nature_lake,wildlife_safari",vegan,,INR,6201.39,INR,relaxed,2026-08-18T10:00:00+05:30
prf_4f54db42,usr_3d1b88d6,en-IN,en-IN,"nightlife_live,wildlife_safari,food_fine,nature_desert,food_market",none,,BTN,8840.35,BTN,balanced,2026-08-18T10:00:00+05:30
prf_d1a85b6c,usr_8846d546,"en-IN,ml",ml,"wildlife_sanctuary,beach_active,nature_garden,museum_art,wellness_yoga",,,INR,44455.11,INR,balanced,2026-08-18T10:00:00+05:30
prf_8768bcba,usr_76046cf3,en-IN,,"food_street,nature_lake,food_cooking",halal,vision,INR,2430.71,INR,packed,2026-08-18T10:00:00+05:30
prf_a2ab8a8f,usr_8acc0ab4,ta,ta,"nightlife_bar,adventure_water",jain,,INR,42594.25,INR,balanced,2026-08-18T10:00:00+05:30
prf_5429af40,usr_4bdbd677,"si,en-IN",si,"shopping_craft,shopping_mall,religious_pilgrim,shopping_bazaar",,vision,LKR,5245.19,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_226ae122,usr_3cb7beb3,hi,hi,"adventure_cycle,adventure_air,nature_garden",,,INR,4300.75,INR,balanced,2026-08-18T10:00:00+05:30
prf_9d2f9d18,usr_e9e3f281,ta,,"shopping_mall,beach_active",vegetarian,,INR,21870.84,INR,packed,2026-08-18T10:00:00+05:30
prf_d47907c2,usr_c61e810b,"gu,ml",,"religious_pilgrim,heritage_fort",none,step_free,INR,3079.49,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1e553064,usr_5a747250,"or,ta",ta,"adventure_cycle,nature_desert",none,,INR,4979.28,INR,packed,2026-08-18T10:00:00+05:30
prf_bd9a3542,usr_322bb31e,"en-IN,ml",en-IN,"food_street,adventure_water,heritage_fort",,,INR,5954.67,INR,balanced,2026-08-18T10:00:00+05:30
prf_0ce59119,usr_afacd025,en-IN,,"nature_hill,museum_art,food_market,heritage_temple",halal,vision,LKR,8200.68,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_9bde724c,usr_f49d96dd,"ta,bn",,"adventure_air,adventure_trek,heritage_ruins,wellness_ayur",vegan,,INR,5276.06,INR,relaxed,2026-08-18T10:00:00+05:30
prf_80722b50,usr_8a133f67,"ml,te",te,"adventure_cycle,adventure_trek,shopping_mall,heritage_fort",,,INR,11659.97,INR,relaxed,2026-08-18T10:00:00+05:30
prf_99998402,usr_ce269698,"en-IN,pa",pa,"nature_desert,adventure_trek,museum_history,adventure_cycle",jain,none,INR,19728.20,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ed348d21,usr_40ab838e,en-IN,en-IN,"nature_garden,museum_science,wildlife_safari,shopping_bazaar,wellness_yoga",vegan,,INR,2544.44,INR,packed,2026-08-18T10:00:00+05:30
prf_154bfadb,usr_05306731,hi,,"shopping_mall,nature_waterfall",,step_free,INR,8334.07,INR,balanced,2026-08-18T10:00:00+05:30
prf_1d19d42d,usr_55abb9bc,"zh,en-IN",,"religious_pilgrim,heritage_ruins,museum_science",vegan,step_free,SGD,32098.66,SGD,balanced,2026-08-18T10:00:00+05:30
prf_37803b53,usr_bbd1ced8,"bn,hi",,"nature_lake,museum_art,beach_quiet,wildlife_birding,adventure_air",jain,,INR,2587.55,INR,packed,2026-08-18T10:00:00+05:30
prf_a7efa2ec,usr_516ff8dd,"en-IN,bn",en-IN,"heritage_fort,wildlife_sanctuary,wildlife_birding,heritage_stepwell",halal,,INR,23171.83,INR,balanced,2026-08-18T10:00:00+05:30
prf_3370e4e0,usr_c538bbe8,"en-IN,ml",ml,"heritage_temple,museum_art,wellness_ayur,heritage_fort",vegetarian,,INR,2172.37,INR,relaxed,2026-08-18T10:00:00+05:30
prf_a8470908,usr_35982416,id,id,"food_market,nature_desert",,vision,IDR,,,balanced,2026-08-18T10:00:00+05:30
prf_76cd8f93,usr_f5a38687,"en-IN,ml",en-IN,"wellness_yoga,religious_pilgrim,shopping_craft",,,INR,15528.69,INR,relaxed,2026-08-18T10:00:00+05:30
prf_79898df6,usr_d0d42055,"en-IN,ml",,"beach_active,religious_ghats,food_cooking",halal,step_free,INR,5866.18,INR,balanced,2026-08-18T10:00:00+05:30
prf_3b54a542,usr_d0571b95,"en-IN,hi",,"nature_desert,adventure_trek,food_street",jain,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_ff603f33,usr_8e226071,"id,hi",id,"museum_art,food_cooking,food_street,heritage_temple",none,,IDR,36517.16,IDR,balanced,2026-08-18T10:00:00+05:30
prf_70f32cc2,usr_44ef2e9c,"en-IN,ml",en-IN,"nightlife_bar,wildlife_birding,wildlife_safari,wellness_ayur",vegetarian,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_4cb79ea0,usr_c222c53a,"en-IN,ml",ml,"adventure_cycle,museum_history",vegetarian,,INR,5554.12,INR,relaxed,2026-08-18T10:00:00+05:30
prf_29f86e4a,usr_5df12eea,"gu,en-IN",,"nature_hill,adventure_air,heritage_fort,food_market,wildlife_sanctuary",none,,INR,37228.52,INR,balanced,2026-08-18T10:00:00+05:30
prf_c163ace8,usr_d67fa54b,"en-IN,ta",ta,"heritage_fort,nature_hill,shopping_bazaar,food_fine",vegetarian,,INR,22931.00,INR,packed,2026-08-18T10:00:00+05:30
prf_7fab77cb,usr_1668e2b5,"hi,pa",pa,"nature_garden,adventure_air,beach_quiet",vegan,,INR,40438.10,INR,balanced,2026-08-18T10:00:00+05:30
prf_7e801f8b,usr_a5bb000c,bn,,"museum_art,food_fine",jain,hearing,INR,4651.17,INR,balanced,2026-08-18T10:00:00+05:30
prf_a3eb5a25,usr_6ad5a789,"en-IN,kn",en-IN,"religious_ghats,nature_garden,museum_art,wildlife_safari,wildlife_sanctuary",none,vision,INR,,,packed,2026-08-18T10:00:00+05:30
prf_b55fd3f0,usr_f8162b43,"en-IN,bn",,"nightlife_bar,food_street",,step_free,INR,28004.13,INR,packed,2026-08-18T10:00:00+05:30
prf_1c83951b,usr_9e33a102,"en-IN,te",en-IN,"shopping_mall,nightlife_bar,nightlife_live,adventure_cycle",none,none,INR,3223.36,INR,relaxed,2026-08-18T10:00:00+05:30
prf_aec69cbc,usr_b574b955,hi,hi,"museum_science,religious_ghats,nature_desert",,,INR,2222.31,INR,packed,2026-08-18T10:00:00+05:30
prf_47350603,usr_0447abf0,hi,hi,"beach_quiet,shopping_bazaar",vegan,,INR,5610.74,INR,relaxed,2026-08-18T10:00:00+05:30
prf_b3fb124a,usr_424aaa79,ur,ur,"food_street,wellness_yoga,adventure_trek",halal,vision,INR,11646.95,INR,relaxed,2026-08-18T10:00:00+05:30
prf_e6e6695f,usr_c7dcdd3d,"en-IN,bn",,"nature_hill,food_cooking,nightlife_live",vegan,,INR,39956.57,INR,packed,2026-08-18T10:00:00+05:30
prf_5a2b4218,usr_5d270409,en-IN,en-IN,"food_market,museum_art,wellness_ayur",vegetarian,,INR,7214.94,INR,balanced,2026-08-18T10:00:00+05:30
prf_b0f39c8c,usr_26c1397d,en-IN,en-IN,"heritage_stepwell,religious_ghats,wildlife_birding,heritage_fort,adventure_water",,,CHF,2043.01,CHF,balanced,2026-08-18T10:00:00+05:30
prf_e286fa88,usr_0a7c6097,en-IN,,"adventure_cycle,adventure_trek",vegan,,INR,11557.70,INR,packed,2026-08-18T10:00:00+05:30
prf_1d7d701c,usr_bb4265e1,"en-IN,ml",en-IN,"nature_waterfall,adventure_water,food_street",,none,INR,9233.56,INR,packed,2026-08-18T10:00:00+05:30
prf_2c220885,usr_2740f754,"en-IN,bn",,"religious_pilgrim,wellness_yoga",jain,step_free,LKR,,,packed,2026-08-18T10:00:00+05:30
prf_50dbef12,usr_c950590b,en-IN,en-IN,"wildlife_safari,nature_garden,shopping_craft,beach_active",,,INR,37130.42,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8640358e,usr_c81e60fe,ta,ta,"adventure_water,religious_ghats,nightlife_bar",,none,INR,7316.62,INR,balanced,2026-08-18T10:00:00+05:30
prf_e4f58264,usr_7576a6e0,"ml,en-IN",en-IN,"nature_hill,food_market,museum_art,religious_pilgrim",none,vision,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_7ce8e004,usr_596ee95d,"en-IN,ml",,"shopping_craft,shopping_bazaar",,,BTN,2620.11,BTN,balanced,2026-08-18T10:00:00+05:30
prf_bf32fc45,usr_e5b92b52,"en-IN,mr",mr,"adventure_air,adventure_cycle,museum_history,nature_desert",jain,,INR,19326.90,INR,packed,2026-08-18T10:00:00+05:30
prf_5b209f1b,usr_92918180,mr,,"nature_lake,adventure_trek,nature_waterfall,wildlife_safari,shopping_bazaar",,,INR,14569.65,INR,relaxed,2026-08-18T10:00:00+05:30
prf_a90cf4ec,usr_3711a65c,en-IN,en-IN,"nature_lake,museum_history,religious_pilgrim,food_street,food_fine",halal,none,IDR,43608.75,IDR,packed,2026-08-18T10:00:00+05:30
prf_2db37a35,usr_72818c78,"en-IN,gu",,"beach_active,shopping_mall,adventure_water,wellness_ayur",,none,INR,9153.81,INR,balanced,2026-08-18T10:00:00+05:30
prf_ad9f6039,usr_1cfaf7a0,en-IN,,"beach_quiet,wildlife_birding,nature_waterfall",halal,,INR,8632.47,INR,packed,2026-08-18T10:00:00+05:30
prf_c23ebb0c,usr_b829ab46,en-IN,,"adventure_trek,museum_history,wellness_yoga,museum_science",,,INR,19403.53,INR,balanced,2026-08-18T10:00:00+05:30
prf_faa0efe7,usr_21b63d3b,en-IN,,"wildlife_safari,wellness_ayur,food_market",,vision,INR,9173.01,INR,balanced,2026-08-18T10:00:00+05:30
prf_606d59b2,usr_f4293e56,en-IN,en-IN,"nightlife_bar,food_market",vegetarian,,INR,28625.65,INR,relaxed,2026-08-18T10:00:00+05:30
prf_4e31b238,usr_33bed572,"en-IN,mr",en-IN,"adventure_cycle,nature_desert,shopping_craft,food_cooking,food_market",halal,,INR,2576.58,INR,balanced,2026-08-18T10:00:00+05:30
prf_444a5900,usr_8a0aaa50,en-IN,en-IN,"nature_lake,nature_desert",none,,INR,5777.92,INR,relaxed,2026-08-18T10:00:00+05:30
prf_cd09844a,usr_4caa1cc0,th,th,"food_fine,beach_active,adventure_trek,shopping_mall,shopping_bazaar",vegetarian,step_free,THB,,,balanced,2026-08-18T10:00:00+05:30
prf_9f3ec77d,usr_08cb2015,"gu,pa",gu,"shopping_craft,wellness_ayur,adventure_trek,adventure_cycle,beach_quiet",,,INR,36295.27,INR,packed,2026-08-18T10:00:00+05:30
prf_dc874449,usr_8e56e75b,en-IN,en-IN,"beach_quiet,wellness_yoga,nature_desert,heritage_ruins",jain,step_free,AED,5546.82,AED,packed,2026-08-18T10:00:00+05:30
prf_a8ae00f5,usr_3d56531d,"en-IN,mr",mr,"museum_art,heritage_ruins,heritage_stepwell,shopping_mall,wellness_ayur",none,,INR,5961.08,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8d101a6f,usr_95492664,ne,ne,"wellness_yoga,nature_hill,heritage_temple,wildlife_safari,nightlife_bar",,,NPR,2054.80,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_2bc1823a,usr_9473419d,"te,pa",,"nature_desert,museum_science,wildlife_sanctuary,adventure_cycle,heritage_stepwell",vegetarian,,INR,16378.66,INR,balanced,2026-08-18T10:00:00+05:30
prf_02da241a,usr_98fc1df6,en-IN,en-IN,"wildlife_sanctuary,wildlife_safari,wellness_yoga,food_street,heritage_ruins",vegetarian,step_free,BTN,11287.41,BTN,packed,2026-08-18T10:00:00+05:30
prf_761b47db,usr_9793e551,as,as,"wildlife_sanctuary,food_fine",,,INR,6077.69,INR,balanced,2026-08-18T10:00:00+05:30
prf_c01aff4a,usr_b2323a23,hi,hi,"heritage_ruins,museum_science",,,INR,4574.45,INR,balanced,2026-08-18T10:00:00+05:30
prf_654b091e,usr_52de2228,"en-IN,pa",,"shopping_mall,wildlife_birding",,step_free,INR,2309.68,INR,relaxed,2026-08-18T10:00:00+05:30
prf_d7294aab,usr_3d92578a,"kn,ml",kn,"religious_pilgrim,nature_hill,nature_waterfall,nightlife_live",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_5c30eb3b,usr_8e84ba7a,en-IN,,"nature_hill,nightlife_bar,heritage_fort",,,MYR,44515.92,MYR,packed,2026-08-18T10:00:00+05:30
prf_6ae6ffc1,usr_0f63f4f1,ar,ar,"adventure_air,nightlife_live,nature_waterfall",vegetarian,,MVR,7953.04,MVR,packed,2026-08-18T10:00:00+05:30
prf_b7d0fa74,usr_d7d11d69,"en-IN,kn",kn,"wildlife_birding,museum_science",vegetarian,none,INR,32348.99,INR,balanced,2026-08-18T10:00:00+05:30
prf_32f3bd3e,usr_44ec53b5,"or,gu",or,"beach_quiet,religious_pilgrim",jain,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_6f636c2a,usr_66c02924,"hi,ta",ta,"wildlife_sanctuary,adventure_trek,heritage_temple,wellness_ayur",vegetarian,,INR,42166.52,INR,balanced,2026-08-18T10:00:00+05:30
