booking_id,user_id,trip_id,itinerary_id,booking_reference,channel,total_amount,currency,tax_amount,idempotency_key,status,confirmed_at,cancelled_at,cancellation_reason,created_at,updated_at
bkg_3a1bd3ce,usr_1b4fe68e,trp_c795bd25,,A2FC03,web,36246.37,INR,3883.54,idem_3e0b51fa076d5f37,confirmed,2026-07-15T15:32:00+05:30,,,2026-07-15T15:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_eaa32722,usr_9115fc7c,trp_07cf1d5b,,DD48E9,mobile_app,16345.64,INR,1751.32,idem_2dae3e41b29626ae,cancelled,,2026-07-12T16:15:00+05:30,Plans changed,2026-07-04T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_76d772eb,usr_24e54a31,trp_d1b2a8eb,,EEEA28,mobile_app,11436.30,INR,1225.32,idem_9df27e2257ded4f3,confirmed,2026-04-20T23:32:00+05:30,,,2026-04-20T23:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_9e95111d,usr_ae35e63d,trp_1094fbf4,,EE3D64,web,33449.99,INR,3583.93,idem_437774432b27096f,cancelled,,2026-05-24T21:15:00+05:30,Found a better rate,2026-05-14T21:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_b2ba1a97,usr_7e340c2a,trp_2d23dd64,,04A6EA,mobile_app,9364.54,JPY,1003.34,idem_33194169a6821ff7,confirmed,2026-05-05T21:02:00+05:30,,,2026-05-05T21:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_51719344,usr_dace411a,trp_bd724666,,4BD8B3,web,10881.16,INR,1165.84,idem_ce4cbbcbc090e18a,confirmed,2026-05-14T13:02:00+05:30,,,2026-05-14T13:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_abe48b6c,usr_3e25dcc6,trp_510db93a,,EF05EF,partner,2730.57,INR,292.56,idem_2386843f6aa90642,pending,,,,2026-06-27T18:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_d9b04454,usr_ab49979e,trp_4a195a07,,405DF5,web,212819.67,INR,22802.11,idem_e5ea8604e051363e,confirmed,2026-05-24T16:02:00+05:30,,,2026-05-24T16:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_dae072de,usr_1b4fe68e,,,5829A3,mobile_app,80335.17,INR,8607.34,idem_e4b1d1dcbf8bf63b,confirmed,2026-05-16T20:32:00+05:30,,,2026-05-16T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_c6c57d65,usr_c659e4bf,trp_92b064f2,,1DEDA1,mobile_app,70962.96,INR,7603.17,idem_19431d999acab8dc,confirmed,2026-05-15T01:17:00+05:30,,,2026-05-15T01:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_9c9aaa12,usr_94e62241,trp_4c87ad6d,,586436,mobile_app,33014.55,INR,3537.27,idem_e9196e6875d0df2e,confirmed,2026-05-15T08:02:00+05:30,,,2026-05-15T08:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_3577d290,usr_bbd1ced8,trp_ca5546b3,,38A948,web,145866.55,INR,15628.56,idem_a6809b8ed0c1096f,confirmed,2026-06-27T07:02:00+05:30,,,2026-06-27T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_88cc1862,usr_fedbd227,trp_1dd09ed0,,B64B18,mobile_app,102356.84,INR,10966.80,idem_ae0402e619adbea9,cancelled,,2026-05-28T16:15:00+05:30,Found a better rate,2026-05-12T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_9ac0ee3f,usr_7a9bb1ad,trp_77b09e9a,,3217A9,web,10717.92,INR,1148.35,idem_d7b60a0679e25e35,confirmed,2026-08-11T09:02:00+05:30,,,2026-08-11T09:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_698fd76c,usr_240785d4,trp_23669283,,9D2177,web,35683.87,INR,3823.27,idem_1ba1d7d51f162348,cancelled,,2026-05-10T17:30:00+05:30,Trip postponed,2026-04-28T17:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_d71be00e,usr_72d88a70,trp_357dbb6b,,B93C60,mobile_app,17967.92,INR,1925.13,idem_b76f45275a9af408,refunded,,2026-05-25T02:15:00+05:30,Trip postponed,2026-05-07T02:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_f06e1bb9,usr_c94b68cc,trp_0c34e3f4,,DF1879,web,10360.25,INR,1110.03,idem_8aaa54dcfc15758f,pending,,,,2026-08-11T08:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_0d03378c,usr_ddcb196c,,,28FF15,mobile_app,12061.46,INR,1292.30,idem_6fbf9da95f93c62f,confirmed,2026-06-13T09:32:00+05:30,,,2026-06-13T09:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_6a8b3766,usr_4022bd9b,,,C13905,web,41012.83,AED,4394.23,idem_221842a70e1934b2,confirmed,2026-05-03T07:02:00+05:30,,,2026-05-03T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c97beffa,usr_8e84ba7a,trp_cdf7d1fa,,BC7D07,mobile_app,11473.66,INR,1229.32,idem_67236da96bdc2194,confirmed,2026-05-24T03:02:00+05:30,,,2026-05-24T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_d8970a0c,usr_209a82fa,trp_16836146,,417E28,web,40539.74,CHF,4343.54,idem_b6d8141e8a10c0af,confirmed,2026-05-18T13:02:00+05:30,,,2026-05-18T13:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_82ce6477,usr_6303c026,trp_0f181044,,F33015,partner,21426.09,INR,2295.65,idem_5f6a06dea404a97e,confirmed,2026-06-04T06:47:00+05:30,,,2026-06-04T06:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_0eb15018,usr_693c20b9,trp_12c07e4d,,639B1D,web,18470.89,INR,1979.02,idem_e0e488b038e82d33,confirmed,2026-06-04T23:17:00+05:30,,,2026-06-04T23:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_bef32acf,usr_9473419d,trp_84855866,,E32F91,web,17025.56,INR,1824.17,idem_aecc8b069387c626,failed,,,,2026-05-29T19:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_5e97c5a7,usr_96b84c82,trp_c4fe9d44,,820D97,mobile_app,59613.18,INR,6387.13,idem_f4a0aa568fb4c83c,confirmed,2026-05-02T11:47:00+05:30,,,2026-05-02T11:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_3c378d7e,usr_c24f45f3,trp_7fa3c6c3,,105F58,web,69819.03,INR,7480.61,idem_1995ca4186e30f8f,confirmed,2026-07-27T06:32:00+05:30,,,2026-07-27T06:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_48092acf,usr_49c29e32,trp_cc443308,,2C44D7,web,11096.33,INR,1188.89,idem_593408f4eb503ce0,confirmed,2026-06-11T06:32:00+05:30,,,2026-06-11T06:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_b70a01d2,usr_7da99ef5,trp_5ad4267c,,D612F7,mobile_app,56787.49,INR,6084.37,idem_ae234ef98c82600f,confirmed,2026-05-27T07:32:00+05:30,,,2026-05-27T07:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_72b01309,usr_ba25cb52,,,D78AEE,web,56525.09,INR,6056.26,idem_d947332f63abe47a,pending,,,,2026-06-12T16:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_47ee1abb,usr_05306731,,,C1D29E,call_centre,17442.03,INR,1868.79,idem_c95de3652183e494,confirmed,2026-07-27T22:02:00+05:30,,,2026-07-27T22:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_00644d93,usr_0389057b,trp_2ee981f7,,1C1BFA,mobile_app,6546.14,INR,701.37,idem_65ef6e805e4ba0d7,cancelled,,2026-05-29T16:15:00+05:30,Duplicate booking,2026-05-18T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_8a2455f6,usr_bedf358a,trp_6c9581df,,FA7BA6,mobile_app,39455.56,INR,4227.38,idem_019b7a3a65050850,confirmed,2026-07-30T16:32:00+05:30,,,2026-07-30T16:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_b4b551e4,usr_1501196b,trp_4be0ba46,,290F30,web,124156.26,INR,13302.46,idem_619297a3e17bd085,confirmed,2026-07-19T15:02:00+05:30,,,2026-07-19T15:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_5b92e5b3,usr_c24f45f3,trp_7fa3c6c3,,5C1D24,mobile_app,390.54,SGD,41.84,idem_7c9e24e2691e8a3b,confirmed,2026-04-20T01:32:00+05:30,,,2026-04-20T01:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_7bcfc0ca,usr_7b318031,trp_42c7ee54,,AB07DE,web,3645.87,INR,390.63,idem_910f6af74b87e078,confirmed,2026-05-26T17:47:00+05:30,,,2026-05-26T17:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_3e6d224b,usr_bbd1ced8,trp_f4115fa9,,23EBED,mobile_app,11414.30,INR,1222.96,idem_92320274e5ab24e1,confirmed,2026-07-19T11:17:00+05:30,,,2026-07-19T11:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_c001c03a,usr_4b816f33,trp_c3b40723,,CD2F38,partner,104942.47,INR,11243.84,idem_a45305e4c1ab45ae,confirmed,2026-07-20T14:47:00+05:30,,,2026-07-20T14:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_5deaccc2,usr_546ab7b6,trp_3178fc73,,BB5FC1,agent,22398.66,INR,2399.86,idem_17ae13d280efc548,confirmed,2026-05-07T06:32:00+05:30,,,2026-05-07T06:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ebae8305,usr_91afdeed,trp_634a2f2f,,BA3517,web,12061.77,INR,1292.33,idem_cc586d2b925ee71e,cancelled,,2026-05-21T09:30:00+05:30,Duplicate booking,2026-05-13T09:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_25dba882,usr_3f4f4c52,trp_940ac1af,,B222F3,partner,6925.12,NPR,741.98,idem_93267307a2c64219,confirmed,2026-05-16T06:17:00+05:30,,,2026-05-16T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_ec6b954a,usr_98ca8444,trp_0c86284d,,4D22DF,web,7690.46,INR,823.98,idem_d4b56b7ede24df45,confirmed,2026-06-15T01:47:00+05:30,,,2026-06-15T01:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_f538e55d,usr_67ff2106,trp_8c33db0b,,F33787,partner,88811.63,INR,9515.53,idem_02f786ce075bfa3c,confirmed,2026-05-11T10:32:00+05:30,,,2026-05-11T10:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_361cdc00,usr_9cb9eedc,trp_0cf04e06,,0AB7E2,partner,8131.09,MYR,871.19,idem_6048ce925b6ca94e,cancelled,,2026-08-12T20:45:00+05:30,Plans changed,2026-08-04T20:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_825111d1,usr_1805266d,trp_e9978e3e,,14D480,web,14030.67,INR,1503.29,idem_5d5ffed62c7fc298,confirmed,2026-07-08T20:02:00+05:30,,,2026-07-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b072ebe9,usr_525b1d3c,trp_0d9ed6f6,,FA28E1,web,17596.02,INR,1885.29,idem_51c63a75af9aa36e,cancelled,,2026-05-06T19:30:00+05:30,Duplicate booking,2026-04-29T19:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_cc3efc2b,usr_7af770b2,trp_60fe0650,,C88DB4,web,16364.99,THB,1753.39,idem_cc33a02758997a30,confirmed,2026-07-16T11:47:00+05:30,,,2026-07-16T11:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_6b9141a1,usr_0ae483ef,,,4FEA6D,web,93895.85,INR,10060.27,idem_216f27c48f6348a8,confirmed,2026-07-31T10:47:00+05:30,,,2026-07-31T10:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_ad44351a,usr_3e25dcc6,trp_510db93a,,7035AD,web,49093.18,INR,5259.98,idem_74b36d246d391f4a,confirmed,2026-05-12T10:47:00+05:30,,,2026-05-12T10:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_ea881411,usr_d1506bce,trp_41efeeee,,6146DF,web,7061.66,NPR,756.61,idem_6dc13236e536a55e,cancelled,,2026-08-21T16:00:00+05:30,Plans changed,2026-08-04T16:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c0188722,usr_e076a69d,,,16BDA6,web,18828.06,INR,2017.29,idem_ce6b4e66b0a9ea6d,confirmed,2026-04-25T07:47:00+05:30,,,2026-04-25T07:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_2ecf24ff,usr_d504f21d,trp_8500bc75,,BB78F3,web,17686.08,INR,1894.94,idem_5dde540653744723,partially_confirmed,2026-04-25T10:32:00+05:30,,,2026-04-25T10:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_1115a504,usr_1cfaf7a0,trp_43aa1b9f,,89DCFA,web,12595.08,INR,1349.47,idem_14c7d350124927d9,failed,,,,2026-04-27T15:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_051a3070,usr_65303113,trp_5263ffa3,,83D8B9,web,14565.31,INR,1560.57,idem_51407f4c386db1e1,confirmed,2026-08-14T03:32:00+05:30,,,2026-08-14T03:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_92edc709,usr_1ef037a0,,,D3E004,web,16724112.32,IDR,1791869.18,idem_6b1340cb0c2b069c,confirmed,2026-06-12T18:47:00+05:30,,,2026-06-12T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_81e60ee5,usr_5b0e5805,trp_f57f5855,,8CE49D,mobile_app,38856.43,INR,4163.19,idem_3f14a0f97a357f64,cancelled,,2026-07-10T13:15:00+05:30,Duplicate booking,2026-06-29T13:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_c9659480,usr_d89a661b,trp_f1bbbfc4,,BC8C1F,web,59428.41,INR,6367.33,idem_1e0a17670426ce05,confirmed,2026-06-28T21:17:00+05:30,,,2026-06-28T21:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_907d55a1,usr_3f4f4c52,trp_940ac1af,,D9B1E5,mobile_app,102598.16,INR,10992.66,idem_1f576941f0636382,cancelled,,2026-06-26T01:00:00+05:30,Found a better rate,2026-06-23T01:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_f6ade45f,usr_be1c9458,,,EAEFC1,web,35810.90,INR,3836.88,idem_61658f57d313f43d,pending,,,,2026-08-01T19:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ebc85e81,usr_596ee95d,trp_0bf61ffe,,B126F5,web,4723.58,INR,506.10,idem_26222b471110f101,confirmed,2026-07-08T23:47:00+05:30,,,2026-07-08T23:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_235298dd,usr_05d0be25,trp_c1e34627,,A793DE,web,9374.83,MYR,1004.45,idem_5c7f23b2c76e5b84,confirmed,2026-05-02T21:32:00+05:30,,,2026-05-02T21:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_bed68af4,usr_b9d5e7c6,trp_bc0dd54e,,001F88,mobile_app,3572.77,CHF,382.80,idem_43452f4cf1f2d51d,confirmed,2026-05-04T02:32:00+05:30,,,2026-05-04T02:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ddb40cdc,usr_c41a26c3,trp_9dfd38b4,,19E089,partner,15347.72,IDR,1644.40,idem_3fa6f0cd212f6abe,pending,,,,2026-07-29T02:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_9427b8ed,usr_4cbf6de6,trp_087633e3,,C044FA,mobile_app,47622.94,INR,5102.46,idem_2fc326af0d2ca35b,confirmed,2026-08-02T11:17:00+05:30,,,2026-08-02T11:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_bb585566,usr_ce9ee3ae,trp_c403d6fa,,8EBF43,mobile_app,44935.81,INR,4814.55,idem_e4e3e57ce90c57c6,confirmed,2026-06-26T20:17:00+05:30,,,2026-06-26T20:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_44c20bce,usr_05d0be25,trp_c1e34627,,A7B748,agent,38912.12,INR,4169.16,idem_1cdd0f14527f142c,pending,,,,2026-07-15T00:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_78c04024,usr_b96ef58c,,,BC7417,web,58119.47,INR,6227.09,idem_901064fcadbdb0bb,confirmed,2026-07-17T18:02:00+05:30,,,2026-07-17T18:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_82abb428,usr_88af6903,,,80921C,web,2308.92,AED,247.38,idem_7ee05fc713e25d51,cancelled,,2026-07-20T04:30:00+05:30,Trip postponed,2026-07-09T04:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_1e27e3bf,usr_a386ca28,trp_ff8e9fec,,BBEEEA,web,5400.77,INR,578.65,idem_13151075ccc19903,confirmed,2026-06-10T02:02:00+05:30,,,2026-06-10T02:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_40fefa28,usr_d1c73fb8,trp_e16227b5,,1C8605,mobile_app,8832.67,INR,946.36,idem_10150d163b2cb8e5,confirmed,2026-07-27T19:02:00+05:30,,,2026-07-27T19:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_e1ac2ec1,usr_98a69060,trp_f9407f9b,,D1FFF2,mobile_app,40622.65,INR,4352.43,idem_c97c052d6cfc58f2,confirmed,2026-05-15T21:32:00+05:30,,,2026-05-15T21:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_454a67e4,usr_e7b2dd09,trp_9af6e7d4,,EAAE63,web,36789.18,INR,3941.70,idem_95f377dd373d1b0d,confirmed,2026-05-10T02:32:00+05:30,,,2026-05-10T02:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_7eca21f0,usr_d1a44892,,,35E4D6,web,5067.24,INR,542.92,idem_a0ceda44ca2010f5,pending,,,,2026-07-21T17:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_6fb3087d,usr_52de2228,trp_1c384989,,34CDBF,mobile_app,9360.40,INR,1002.90,idem_f0944f926c9be535,confirmed,2026-07-06T13:32:00+05:30,,,2026-07-06T13:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ad1aa28a,usr_04b21637,trp_10f1523f,,708585,mobile_app,10363.38,INR,1110.36,idem_239bf82c7cd33f23,pending,,,,2026-07-28T14:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_332f0fab,usr_7d0ce609,trp_46f6a107,,FE788C,web,8226.02,MYR,881.36,idem_37b7fd3a8ca331ca,confirmed,2026-08-13T03:02:00+05:30,,,2026-08-13T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c3515fe1,usr_541840e2,trp_45ab4600,,FA6877,mobile_app,35683.39,INR,3823.22,idem_456bf434f8934da3,confirmed,2026-07-01T15:17:00+05:30,,,2026-07-01T15:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_10770438,usr_65303113,trp_5263ffa3,,88E541,mobile_app,2773.64,MYR,297.18,idem_39a6115defcedd80,confirmed,2026-07-04T04:02:00+05:30,,,2026-07-04T04:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_4203b67f,usr_51275e79,trp_3e263e75,,A71EBA,mobile_app,49186.95,INR,5270.03,idem_8c0c693f7a0b2609,confirmed,2026-08-06T22:32:00+05:30,,,2026-08-06T22:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_613b861b,usr_07f03d4c,trp_82116fda,,007E33,web,29532.92,INR,3164.24,idem_4a719a73d4b1cca9,confirmed,2026-08-15T10:32:00+05:30,,,2026-08-15T10:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_eb6b0986,usr_c94b68cc,trp_edc2177c,,6FE4E5,web,92429.72,INR,9903.18,idem_1efcab0d68c30b5a,confirmed,2026-06-07T07:02:00+05:30,,,2026-06-07T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_64089900,usr_5bbebfef,trp_7013467c,,4DD27F,call_centre,9944.16,THB,1065.45,idem_ef182885af67bf74,confirmed,2026-04-22T16:17:00+05:30,,,2026-04-22T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_7fa2dd99,usr_d8ec0000,trp_cdcc78b4,,A15F9C,partner,133.15,SGD,14.27,idem_b5727fbe95f5029f,partially_confirmed,2026-08-01T01:47:00+05:30,,,2026-08-01T01:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_e8415312,usr_2e562f89,trp_75c88e52,,041D7B,web,39976.90,INR,4283.24,idem_72a25b6d175930c8,confirmed,2026-06-02T09:47:00+05:30,,,2026-06-02T09:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_1d59364c,usr_98212b28,trp_ae6b4527,,522102,web,58508.72,INR,6268.79,idem_6421860c2c2b9253,cancelled,,2026-08-18T00:15:00+05:30,Plans changed,2026-08-16T00:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_3868ab12,usr_22e61dad,trp_bc925fdc,,CD3E2A,web,6494.48,AED,695.84,idem_75be90db0787dc74,confirmed,2026-07-16T18:47:00+05:30,,,2026-07-16T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_7e71f395,usr_5385053d,,,E1189B,mobile_app,8857.24,INR,948.99,idem_f1d550f146b3e975,confirmed,2026-06-13T20:32:00+05:30,,,2026-06-13T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_04aa6bc3,usr_97d7df2b,,,64BE29,mobile_app,33708.62,SGD,3611.64,idem_71306764bba9945f,confirmed,2026-07-14T19:47:00+05:30,,,2026-07-14T19:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_c5a61a90,usr_651a4d17,,,DEC392,mobile_app,8124.61,INR,870.49,idem_aebd5b1bd3017997,cancelled,,2026-05-15T06:15:00+05:30,Trip postponed,2026-04-27T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_9b85dff1,usr_98ca8444,trp_0c86284d,,438DFD,web,10715.96,INR,1148.14,idem_09ad3e2ebc4289c8,confirmed,2026-05-13T09:32:00+05:30,,,2026-05-13T09:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_779d5509,usr_a5077371,trp_db7b894e,,322DB8,partner,2091.81,INR,224.12,idem_45b1b950bb043ddb,cancelled,,2026-06-24T21:00:00+05:30,Duplicate booking,2026-06-15T21:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_80caf66d,usr_7101a5b5,trp_3173cbf9,,F00D92,mobile_app,16010.60,AED,1715.42,idem_0b55e24d5c6866ec,partially_confirmed,2026-05-16T07:17:00+05:30,,,2026-05-16T07:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_0c219212,usr_70139660,trp_bd69fea3,,4C18F2,mobile_app,8578.62,MYR,919.14,idem_274fd28a6a7e652e,confirmed,2026-08-10T20:32:00+05:30,,,2026-08-10T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_7c680f02,usr_67ff2106,trp_8c33db0b,,060BEA,agent,16326.33,INR,1749.25,idem_c231284e1e433a16,failed,,,,2026-06-20T09:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_bc91c907,usr_4b9412c5,trp_fefb6d73,,6F90E0,mobile_app,28092.58,INR,3009.92,idem_a8925c39e863129a,confirmed,2026-05-21T16:17:00+05:30,,,2026-05-21T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_60b16561,usr_49c29e32,,,02F40A,web,54241.17,INR,5811.55,idem_11a0b044490750c8,confirmed,2026-06-09T06:17:00+05:30,,,2026-06-09T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_5df52a0d,usr_fa851b11,trp_d275f261,,6220E1,mobile_app,8695.43,INR,931.65,idem_6da9827f7ac03eb8,confirmed,2026-07-11T06:17:00+05:30,,,2026-07-11T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_cd3daf19,usr_5d24ab68,,,B9A0FA,web,4531.63,INR,485.53,idem_90f6deb77c46122d,confirmed,2026-08-10T15:32:00+05:30,,,2026-08-10T15:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_c6d5c374,usr_7e340c2a,trp_2d23dd64,,47545B,mobile_app,12240.44,LKR,1311.48,idem_c8bc7dad5e3a09b2,confirmed,2026-06-06T08:47:00+05:30,,,2026-06-06T08:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_904bb058,usr_aaf1c470,trp_2472305e,,134DB2,mobile_app,15299.61,INR,1639.24,idem_d1dd6d0030661fca,cancelled,,2026-08-17T20:00:00+05:30,Trip postponed,2026-07-31T20:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_0b534273,usr_c582abb2,,,063979,mobile_app,20110.73,INR,2154.72,idem_6244ea436b81cc7c,pending,,,,2026-06-16T22:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_1b44a0dc,usr_2da5bb04,trp_fe3977e6,,D8D3CD,partner,8760.24,INR,938.60,idem_62939762afc17a2a,refunded,,2026-08-26T08:30:00+05:30,Found a better rate,2026-08-17T08:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_89efe121,usr_a386ca28,trp_ff8e9fec,,3A81CE,partner,54417.98,INR,5830.50,idem_82dd55fa7ec2a982,confirmed,2026-08-02T07:47:00+05:30,,,2026-08-02T07:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_90b4be2b,usr_9afd8eab,trp_1898ff3a,,7B19BD,mobile_app,80242.02,THB,8597.36,idem_e90a53485683f457,confirmed,2026-08-16T21:32:00+05:30,,,2026-08-16T21:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ab89649a,usr_24d10368,,,223234,web,10305.22,INR,1104.13,idem_7ae97135ddc01e44,confirmed,2026-05-26T07:32:00+05:30,,,2026-05-26T07:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_869397bb,usr_63d6db20,trp_a0a40e8a,,D297F1,mobile_app,13663.57,INR,1463.95,idem_dc8bd580adc006f2,confirmed,2026-08-12T06:17:00+05:30,,,2026-08-12T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_393ffe8c,usr_ae3758b7,trp_831241e0,,E64321,mobile_app,13867.47,SGD,1485.80,idem_76a0ea6b41b3b9fe,confirmed,2026-08-15T12:02:00+05:30,,,2026-08-15T12:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_438ed7d6,usr_596ee95d,,,CC427D,partner,24530.26,INR,2628.24,idem_da897f59c00b77d7,failed,,,,2026-07-02T01:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_4d8b1332,usr_0389057b,,,C9BD91,web,9822.97,INR,1052.46,idem_4429fb408cc9c764,confirmed,2026-07-02T20:47:00+05:30,,,2026-07-02T20:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_34fd4a51,usr_7f6e49de,,,B590FD,mobile_app,10986.66,JPY,1177.14,idem_05f48dc101cf419e,confirmed,2026-06-28T09:17:00+05:30,,,2026-06-28T09:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_78245438,usr_5bbebfef,trp_7013467c,,FA8AFD,web,8074.30,INR,865.10,idem_140cb7cf8e09aac7,confirmed,2026-08-09T16:02:00+05:30,,,2026-08-09T16:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b274353b,usr_fc544c58,trp_093fb740,,31F261,web,45633.08,INR,4889.26,idem_e64111b924418db9,confirmed,2026-06-18T11:02:00+05:30,,,2026-06-18T11:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_d6cd714b,usr_02b3a36d,,,705BAF,mobile_app,6798.86,INR,728.45,idem_853842f88c63d0d4,confirmed,2026-05-24T05:47:00+05:30,,,2026-05-24T05:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_f5158bbe,usr_22d1a7e5,trp_8e6dec68,,F4ADC5,web,9286.39,INR,994.97,idem_97facb1bfeef0b77,failed,,,,2026-07-31T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_74b37fba,usr_1f0f9af9,trp_45a660c5,,C004F8,mobile_app,12544.46,SGD,1344.05,idem_c6a280ee569da080,confirmed,2026-06-26T08:32:00+05:30,,,2026-06-26T08:30:00+05:30,2026-08-18T10:00:00+05:30
