availability_id,guide_id,for_date,is_available,slots_available,price_multiplier,updated_at
gav_0477eb88,gid_4124e7b1,2026-09-24,0,0,1.1,2026-08-18T10:00:00+05:30
gav_22235858,gid_4124e7b1,2026-09-25,0,0,1,2026-08-18T10:00:00+05:30
gav_5969d57a,gid_4124e7b1,2026-09-26,1,1,1.35,2026-08-18T10:00:00+05:30
gav_d209c021,gid_4124e7b1,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_cf276058,gid_4124e7b1,2026-09-28,1,1,1,2026-08-18T10:00:00+05:30
gav_9d548f08,gid_4124e7b1,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_359b4040,gid_4124e7b1,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_bd8ae582,gid_6f377a93,2026-09-01,1,2,1,2026-08-18T10:00:00+05:30
gav_1507a87a,gid_6f377a93,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_ba84ccc9,gid_6f377a93,2026-09-03,1,2,1.1,2026-08-18T10:00:00+05:30
gav_17f59b8d,gid_6f377a93,2026-09-04,1,1,1,2026-08-18T10:00:00+05:30
gav_e5d06a0f,gid_6f377a93,2026-09-05,1,2,1.25,2026-08-18T10:00:00+05:30
gav_46502b5b,gid_6f377a93,2026-09-06,0,0,1.35,2026-08-18T10:00:00+05:30
gav_6f0bad05,gid_6f377a93,2026-09-07,1,1,1,2026-08-18T10:00:00+05:30
gav_f3a30583,gid_6f377a93,2026-09-08,1,1,1.1,2026-08-18T10:00:00+05:30
gav_7e898b99,gid_6f377a93,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_373b3388,gid_6f377a93,2026-09-10,1,2,1.1,2026-08-18T10:00:00+05:30
gav_5b8ad716,gid_6f377a93,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_67f1e5aa,gid_6f377a93,2026-09-12,1,1,1.25,2026-08-18T10:00:00+05:30
gav_7ccc129a,gid_6f377a93,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_f3dbb49c,gid_6f377a93,2026-09-14,1,1,1,2026-08-18T10:00:00+05:30
gav_ca81d15e,gid_6f377a93,2026-09-15,0,0,1,2026-08-18T10:00:00+05:30
gav_3d9bb5ae,gid_6f377a93,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_0cabbf62,gid_6f377a93,2026-09-17,0,0,1.1,2026-08-18T10:00:00+05:30
gav_8a70598f,gid_6f377a93,2026-09-18,0,0,1,2026-08-18T10:00:00+05:30
gav_20bf16c1,gid_6f377a93,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_4a8e8df0,gid_6f377a93,2026-09-20,1,2,1.35,2026-08-18T10:00:00+05:30
gav_605faf20,gid_6f377a93,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_270003f9,gid_6f377a93,2026-09-22,0,0,1.1,2026-08-18T10:00:00+05:30
gav_05b36219,gid_6f377a93,2026-09-23,1,2,1,2026-08-18T10:00:00+05:30
gav_f31e1975,gid_6f377a93,2026-09-24,1,2,1,2026-08-18T10:00:00+05:30
gav_1cd20753,gid_6f377a93,2026-09-25,0,0,1,2026-08-18T10:00:00+05:30
gav_e7bbbf8d,gid_6f377a93,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_aba872c3,gid_6f377a93,2026-09-27,0,0,1.35,2026-08-18T10:00:00+05:30
gav_cfd1eb2a,gid_6f377a93,2026-09-28,1,2,1,2026-08-18T10:00:00+05:30
gav_30aa2398,gid_6f377a93,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_6092106a,gid_6f377a93,2026-09-30,0,0,1,2026-08-18T10:00:00+05:30
gav_9c581fbf,gid_ba8904a7,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_698f5cdd,gid_ba8904a7,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_03a4fefa,gid_ba8904a7,2026-09-03,1,2,1,2026-08-18T10:00:00+05:30
gav_4b255c1f,gid_ba8904a7,2026-09-04,0,0,1,2026-08-18T10:00:00+05:30
gav_01236554,gid_ba8904a7,2026-09-05,0,0,1.25,2026-08-18T10:00:00+05:30
gav_1e5ae9e2,gid_ba8904a7,2026-09-06,1,1,1.35,2026-08-18T10:00:00+05:30
gav_480b87ce,gid_ba8904a7,2026-09-07,1,1,1,2026-08-18T10:00:00+05:30
gav_5c365e76,gid_ba8904a7,2026-09-08,1,2,1.1,2026-08-18T10:00:00+05:30
gav_979a8ce6,gid_ba8904a7,2026-09-09,1,1,1.1,2026-08-18T10:00:00+05:30
gav_0ab370af,gid_ba8904a7,2026-09-10,1,2,1.1,2026-08-18T10:00:00+05:30
gav_a05254b2,gid_ba8904a7,2026-09-11,1,1,1.1,2026-08-18T10:00:00+05:30
gav_926f140a,gid_ba8904a7,2026-09-12,1,2,1.25,2026-08-18T10:00:00+05:30
gav_856b5b91,gid_ba8904a7,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_efeb9443,gid_ba8904a7,2026-09-14,0,0,1,2026-08-18T10:00:00+05:30
gav_bee80663,gid_ba8904a7,2026-09-15,1,2,1,2026-08-18T10:00:00+05:30
gav_5c2b584e,gid_ba8904a7,2026-09-16,1,2,1,2026-08-18T10:00:00+05:30
gav_65bb046b,gid_ba8904a7,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_b5f1652b,gid_ba8904a7,2026-09-18,1,1,1,2026-08-18T10:00:00+05:30
gav_25076ce7,gid_ba8904a7,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_b243ad7b,gid_ba8904a7,2026-09-20,1,1,1.25,2026-08-18T10:00:00+05:30
gav_e9dffa75,gid_ba8904a7,2026-09-21,1,2,1.1,2026-08-18T10:00:00+05:30
gav_01c3ab33,gid_ba8904a7,2026-09-22,0,0,1.1,2026-08-18T10:00:00+05:30
gav_41d11fc6,gid_ba8904a7,2026-09-23,1,1,1.1,2026-08-18T10:00:00+05:30
gav_70f21b39,gid_ba8904a7,2026-09-24,0,0,1.1,2026-08-18T10:00:00+05:30
gav_610cbb32,gid_ba8904a7,2026-09-25,1,1,1.1,2026-08-18T10:00:00+05:30
gav_54faf2b1,gid_ba8904a7,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_42e7b3a6,gid_ba8904a7,2026-09-27,0,0,1.35,2026-08-18T10:00:00+05:30
gav_f8e6b01d,gid_ba8904a7,2026-09-28,0,0,1,2026-08-18T10:00:00+05:30
gav_25a0cfd9,gid_ba8904a7,2026-09-29,0,0,1.1,2026-08-18T10:00:00+05:30
gav_63ac9f7b,gid_ba8904a7,2026-09-30,0,0,1,2026-08-18T10:00:00+05:30
gav_f0e921e4,gid_20f2a591,2026-09-01,0,0,1,2026-08-18T10:00:00+05:30
gav_c34517cf,gid_20f2a591,2026-09-02,1,2,1.1,2026-08-18T10:00:00+05:30
gav_9a2655ae,gid_20f2a591,2026-09-03,1,1,1.1,2026-08-18T10:00:00+05:30
gav_034ae15e,gid_20f2a591,2026-09-04,1,1,1.1,2026-08-18T10:00:00+05:30
gav_e486bd88,gid_20f2a591,2026-09-05,1,1,1.35,2026-08-18T10:00:00+05:30
gav_40c45adb,gid_20f2a591,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_1cb9319b,gid_20f2a591,2026-09-07,0,0,1,2026-08-18T10:00:00+05:30
gav_c495e88e,gid_20f2a591,2026-09-08,1,2,1,2026-08-18T10:00:00+05:30
gav_5607902d,gid_20f2a591,2026-09-09,1,2,1.1,2026-08-18T10:00:00+05:30
gav_50914ec1,gid_20f2a591,2026-09-10,1,2,1,2026-08-18T10:00:00+05:30
gav_c504d0bc,gid_20f2a591,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_e6d671f8,gid_20f2a591,2026-09-12,0,0,1.25,2026-08-18T10:00:00+05:30
gav_8ea611ba,gid_20f2a591,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_aff1bbf7,gid_20f2a591,2026-09-14,0,0,1.1,2026-08-18T10:00:00+05:30
gav_3135c67d,gid_20f2a591,2026-09-15,1,1,1.1,2026-08-18T10:00:00+05:30
gav_1c055ae8,gid_20f2a591,2026-09-16,1,2,1,2026-08-18T10:00:00+05:30
gav_262547b8,gid_20f2a591,2026-09-17,1,2,1.1,2026-08-18T10:00:00+05:30
gav_0bf5237c,gid_20f2a591,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_2cf45a47,gid_20f2a591,2026-09-19,1,1,1.25,2026-08-18T10:00:00+05:30
gav_c3efcfce,gid_20f2a591,2026-09-20,1,1,1.25,2026-08-18T10:00:00+05:30
gav_9b02d65c,gid_20f2a591,2026-09-21,1,1,1.1,2026-08-18T10:00:00+05:30
gav_575902ba,gid_20f2a591,2026-09-22,1,2,1,2026-08-18T10:00:00+05:30
gav_2759b169,gid_20f2a591,2026-09-23,1,1,1.1,2026-08-18T10:00:00+05:30
gav_cc0a7483,gid_20f2a591,2026-09-24,1,2,1,2026-08-18T10:00:00+05:30
gav_8f4f5e22,gid_20f2a591,2026-09-25,1,2,1.1,2026-08-18T10:00:00+05:30
gav_37b605a5,gid_20f2a591,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_35c8b221,gid_20f2a591,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_195abb19,gid_20f2a591,2026-09-28,1,1,1.1,2026-08-18T10:00:00+05:30
gav_cb7bc8e0,gid_20f2a591,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_0365ed32,gid_20f2a591,2026-09-30,0,0,1,2026-08-18T10:00:00+05:30
gav_0b645bec,gid_f893e523,2026-09-01,0,0,1,2026-08-18T10:00:00+05:30
gav_b891242b,gid_f893e523,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_2bd3f211,gid_f893e523,2026-09-03,1,1,1,2026-08-18T10:00:00+05:30
gav_85de98cd,gid_f893e523,2026-09-04,0,0,1.1,2026-08-18T10:00:00+05:30
gav_63e72eba,gid_f893e523,2026-09-05,1,2,1.25,2026-08-18T10:00:00+05:30
gav_a93ba6c7,gid_f893e523,2026-09-06,0,0,1.25,2026-08-18T10:00:00+05:30
gav_f54abccb,gid_f893e523,2026-09-07,1,1,1.1,2026-08-18T10:00:00+05:30
gav_600b2664,gid_f893e523,2026-09-08,0,0,1,2026-08-18T10:00:00+05:30
gav_bab8fa64,gid_f893e523,2026-09-09,1,2,1.1,2026-08-18T10:00:00+05:30
gav_3028d8f4,gid_f893e523,2026-09-10,1,1,1.1,2026-08-18T10:00:00+05:30
gav_875badbf,gid_f893e523,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_8d6c76eb,gid_f893e523,2026-09-12,0,0,1.35,2026-08-18T10:00:00+05:30
gav_403f5625,gid_f893e523,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_0a626fe0,gid_f893e523,2026-09-14,1,1,1.1,2026-08-18T10:00:00+05:30
gav_9284d42e,gid_f893e523,2026-09-15,0,0,1.1,2026-08-18T10:00:00+05:30
gav_4cb70f6f,gid_f893e523,2026-09-16,1,1,1,2026-08-18T10:00:00+05:30
gav_b993a7c9,gid_f893e523,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_761d0faf,gid_f893e523,2026-09-18,0,0,1.1,2026-08-18T10:00:00+05:30
gav_a86af740,gid_f893e523,2026-09-19,1,1,1.25,2026-08-18T10:00:00+05:30
gav_bca63c36,gid_f893e523,2026-09-20,1,1,1.35,2026-08-18T10:00:00+05:30
gav_e8914aea,gid_f893e523,2026-09-21,0,0,1.1,2026-08-18T10:00:00+05:30
gav_cbb2dde5,gid_f893e523,2026-09-22,1,1,1,2026-08-18T10:00:00+05:30
gav_aa1f3a04,gid_f893e523,2026-09-23,1,2,1,2026-08-18T10:00:00+05:30
gav_3ca48488,gid_f893e523,2026-09-24,0,0,1.1,2026-08-18T10:00:00+05:30
gav_51f7c592,gid_f893e523,2026-09-25,0,0,1.1,2026-08-18T10:00:00+05:30
gav_205398c7,gid_f893e523,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_40bc7104,gid_f893e523,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_4e675eb5,gid_f893e523,2026-09-28,1,1,1,2026-08-18T10:00:00+05:30
gav_841f927b,gid_f893e523,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_4fb6d664,gid_f893e523,2026-09-30,1,1,1,2026-08-18T10:00:00+05:30
gav_6f287653,gid_b5e067d4,2026-09-01,1,1,1.1,2026-08-18T10:00:00+05:30
gav_ba067352,gid_b5e067d4,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_c7df53b8,gid_b5e067d4,2026-09-03,1,1,1,2026-08-18T10:00:00+05:30
gav_94146fc5,gid_b5e067d4,2026-09-04,1,2,1,2026-08-18T10:00:00+05:30
gav_c9eee719,gid_b5e067d4,2026-09-05,1,1,1.25,2026-08-18T10:00:00+05:30
gav_0d5beeab,gid_b5e067d4,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_0200f619,gid_b5e067d4,2026-09-07,0,0,1,2026-08-18T10:00:00+05:30
gav_7e9c2bf5,gid_b5e067d4,2026-09-08,0,0,1.1,2026-08-18T10:00:00+05:30
gav_b257ae7b,gid_b5e067d4,2026-09-09,1,1,1.1,2026-08-18T10:00:00+05:30
gav_ec39654e,gid_b5e067d4,2026-09-10,0,0,1.1,2026-08-18T10:00:00+05:30
gav_5f35891c,gid_b5e067d4,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_34d029fd,gid_b5e067d4,2026-09-12,1,2,1.25,2026-08-18T10:00:00+05:30
gav_67f21cab,gid_b5e067d4,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_22a9511a,gid_b5e067d4,2026-09-14,1,1,1,2026-08-18T10:00:00+05:30
gav_ba74553f,gid_b5e067d4,2026-09-15,1,2,1,2026-08-18T10:00:00+05:30
gav_292fe290,gid_b5e067d4,2026-09-16,1,2,1,2026-08-18T10:00:00+05:30
gav_7ce2939a,gid_b5e067d4,2026-09-17,1,2,1.1,2026-08-18T10:00:00+05:30
gav_88aef0ac,gid_b5e067d4,2026-09-18,0,0,1,2026-08-18T10:00:00+05:30
gav_6b1d8d82,gid_b5e067d4,2026-09-19,1,1,1.35,2026-08-18T10:00:00+05:30
gav_6614fe18,gid_b5e067d4,2026-09-20,1,1,1.35,2026-08-18T10:00:00+05:30
gav_657eaccc,gid_b5e067d4,2026-09-21,1,2,1,2026-08-18T10:00:00+05:30
gav_77fc2b40,gid_b5e067d4,2026-09-22,1,1,1.1,2026-08-18T10:00:00+05:30
gav_f321284f,gid_b5e067d4,2026-09-23,1,1,1.1,2026-08-18T10:00:00+05:30
gav_a4810b59,gid_b5e067d4,2026-09-24,0,0,1,2026-08-18T10:00:00+05:30
gav_41d46842,gid_b5e067d4,2026-09-25,1,1,1,2026-08-18T10:00:00+05:30
gav_a802cb48,gid_b5e067d4,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_5c7a9b89,gid_b5e067d4,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_334502e9,gid_b5e067d4,2026-09-28,1,1,1,2026-08-18T10:00:00+05:30
gav_92b7a92d,gid_b5e067d4,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_f30bb3da,gid_b5e067d4,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_c60c3f9d,gid_ee2ce9b8,2026-09-01,1,2,1,2026-08-18T10:00:00+05:30
gav_c93b61f8,gid_ee2ce9b8,2026-09-02,0,0,1,2026-08-18T10:00:00+05:30
gav_883af05e,gid_ee2ce9b8,2026-09-03,1,2,1.1,2026-08-18T10:00:00+05:30
gav_1801105c,gid_ee2ce9b8,2026-09-04,1,2,1,2026-08-18T10:00:00+05:30
gav_98154b16,gid_ee2ce9b8,2026-09-05,1,2,1.25,2026-08-18T10:00:00+05:30
gav_17c90824,gid_ee2ce9b8,2026-09-06,0,0,1.35,2026-08-18T10:00:00+05:30
gav_7f77ccb3,gid_ee2ce9b8,2026-09-07,1,2,1.1,2026-08-18T10:00:00+05:30
gav_fb04beba,gid_ee2ce9b8,2026-09-08,0,0,1,2026-08-18T10:00:00+05:30
gav_7ce2d18f,gid_ee2ce9b8,2026-09-09,1,1,1,2026-08-18T10:00:00+05:30
gav_02520ee1,gid_ee2ce9b8,2026-09-10,1,2,1,2026-08-18T10:00:00+05:30
gav_c4fad92a,gid_ee2ce9b8,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_c27b0027,gid_ee2ce9b8,2026-09-12,0,0,1.25,2026-08-18T10:00:00+05:30
gav_71dffd36,gid_ee2ce9b8,2026-09-13,1,2,1.35,2026-08-18T10:00:00+05:30
gav_d4289d1a,gid_ee2ce9b8,2026-09-14,1,1,1.1,2026-08-18T10:00:00+05:30
gav_c46fd2e4,gid_ee2ce9b8,2026-09-15,1,1,1.1,2026-08-18T10:00:00+05:30
gav_fce1b8e8,gid_ee2ce9b8,2026-09-16,0,0,1.1,2026-08-18T10:00:00+05:30
gav_22686e14,gid_ee2ce9b8,2026-09-17,1,2,1.1,2026-08-18T10:00:00+05:30
gav_867ee0ce,gid_ee2ce9b8,2026-09-18,1,1,1.1,2026-08-18T10:00:00+05:30
gav_f30fcc2e,gid_ee2ce9b8,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_c84b0527,gid_ee2ce9b8,2026-09-20,1,1,1.25,2026-08-18T10:00:00+05:30
gav_0c9f44e3,gid_ee2ce9b8,2026-09-21,1,1,1.1,2026-08-18T10:00:00+05:30
gav_b53c4bfc,gid_ee2ce9b8,2026-09-22,1,1,1,2026-08-18T10:00:00+05:30
gav_87654864,gid_ee2ce9b8,2026-09-23,1,2,1,2026-08-18T10:00:00+05:30
gav_bd254e83,gid_ee2ce9b8,2026-09-24,1,2,1,2026-08-18T10:00:00+05:30
gav_b49e431c,gid_ee2ce9b8,2026-09-25,1,1,1.1,2026-08-18T10:00:00+05:30
gav_79a56c89,gid_ee2ce9b8,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_306e1293,gid_ee2ce9b8,2026-09-27,0,0,1.25,2026-08-18T10:00:00+05:30
gav_35bd00b8,gid_ee2ce9b8,2026-09-28,1,2,1.1,2026-08-18T10:00:00+05:30
gav_e077ff98,gid_ee2ce9b8,2026-09-29,1,2,1.1,2026-08-18T10:00:00+05:30
gav_622e9025,gid_ee2ce9b8,2026-09-30,1,1,1.1,2026-08-18T10:00:00+05:30
gav_6a4a064c,gid_84ff12d6,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_23e90cf7,gid_84ff12d6,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_b2b3f10d,gid_84ff12d6,2026-09-03,1,1,1.1,2026-08-18T10:00:00+05:30
gav_7310be27,gid_84ff12d6,2026-09-04,1,2,1.1,2026-08-18T10:00:00+05:30
gav_6fb27ae2,gid_84ff12d6,2026-09-05,1,1,1.25,2026-08-18T10:00:00+05:30
gav_fb2854f0,gid_84ff12d6,2026-09-06,1,2,1.25,2026-08-18T10:00:00+05:30
gav_61f18bd6,gid_84ff12d6,2026-09-07,0,0,1,2026-08-18T10:00:00+05:30
gav_6b515519,gid_84ff12d6,2026-09-08,1,1,1,2026-08-18T10:00:00+05:30
gav_89037ee5,gid_84ff12d6,2026-09-09,1,1,1.1,2026-08-18T10:00:00+05:30
gav_1074c7cb,gid_84ff12d6,2026-09-10,1,1,1.1,2026-08-18T10:00:00+05:30
gav_52e0736b,gid_84ff12d6,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_7c602151,gid_84ff12d6,2026-09-12,0,0,1.35,2026-08-18T10:00:00+05:30
gav_205857b2,gid_84ff12d6,2026-09-13,0,0,1.25,2026-08-18T10:00:00+05:30
gav_77706e64,gid_84ff12d6,2026-09-14,0,0,1.1,2026-08-18T10:00:00+05:30
gav_dc51570b,gid_84ff12d6,2026-09-15,1,2,1,2026-08-18T10:00:00+05:30
gav_faf3dbac,gid_84ff12d6,2026-09-16,1,1,1,2026-08-18T10:00:00+05:30
gav_237994aa,gid_84ff12d6,2026-09-17,1,1,1.1,2026-08-18T10:00:00+05:30
gav_edca8c3d,gid_84ff12d6,2026-09-18,1,1,1,2026-08-18T10:00:00+05:30
gav_15286b3e,gid_84ff12d6,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_2c030794,gid_84ff12d6,2026-09-20,1,1,1.25,2026-08-18T10:00:00+05:30
gav_5e946a2a,gid_84ff12d6,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_24c910c9,gid_84ff12d6,2026-09-22,1,2,1.1,2026-08-18T10:00:00+05:30
gav_a7b76dda,gid_84ff12d6,2026-09-23,0,0,1.1,2026-08-18T10:00:00+05:30
gav_cbb0b07d,gid_84ff12d6,2026-09-24,1,1,1.1,2026-08-18T10:00:00+05:30
gav_e4bd4518,gid_84ff12d6,2026-09-25,1,2,1,2026-08-18T10:00:00+05:30
gav_ad1657fd,gid_84ff12d6,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_d6edb7fa,gid_84ff12d6,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_d0cc24b7,gid_84ff12d6,2026-09-28,1,2,1.1,2026-08-18T10:00:00+05:30
gav_e63fe6a4,gid_84ff12d6,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_713d623d,gid_84ff12d6,2026-09-30,0,0,1.1,2026-08-18T10:00:00+05:30
gav_cef6aade,gid_9ab78a50,2026-09-01,1,2,1,2026-08-18T10:00:00+05:30
gav_94eec26f,gid_9ab78a50,2026-09-02,1,2,1,2026-08-18T10:00:00+05:30
gav_99836318,gid_9ab78a50,2026-09-03,0,0,1,2026-08-18T10:00:00+05:30
gav_fb927258,gid_9ab78a50,2026-09-04,1,2,1,2026-08-18T10:00:00+05:30
gav_cbbdf8b5,gid_9ab78a50,2026-09-05,1,2,1.35,2026-08-18T10:00:00+05:30
gav_643a133b,gid_9ab78a50,2026-09-06,1,1,1.35,2026-08-18T10:00:00+05:30
gav_3183e91c,gid_9ab78a50,2026-09-07,1,1,1,2026-08-18T10:00:00+05:30
gav_12033d79,gid_9ab78a50,2026-09-08,1,1,1.1,2026-08-18T10:00:00+05:30
gav_96bb1200,gid_9ab78a50,2026-09-09,1,1,1,2026-08-18T10:00:00+05:30
gav_750cfe10,gid_9ab78a50,2026-09-10,1,2,1.1,2026-08-18T10:00:00+05:30
gav_acddffa8,gid_9ab78a50,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_6890e7d0,gid_9ab78a50,2026-09-12,1,1,1.25,2026-08-18T10:00:00+05:30
gav_da589e4e,gid_9ab78a50,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_99f90eb7,gid_9ab78a50,2026-09-14,1,2,1,2026-08-18T10:00:00+05:30
gav_ecaab3ce,gid_9ab78a50,2026-09-15,1,1,1,2026-08-18T10:00:00+05:30
gav_1e432cfd,gid_9ab78a50,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_8f455746,gid_9ab78a50,2026-09-17,1,2,1,2026-08-18T10:00:00+05:30
gav_6a32f473,gid_9ab78a50,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_03352a61,gid_9ab78a50,2026-09-19,1,1,1.25,2026-08-18T10:00:00+05:30
gav_5ca3cc7d,gid_9ab78a50,2026-09-20,1,2,1.25,2026-08-18T10:00:00+05:30
gav_005ac1a0,gid_9ab78a50,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_398b8b3f,gid_9ab78a50,2026-09-22,1,2,1,2026-08-18T10:00:00+05:30
gav_b8f335ea,gid_9ab78a50,2026-09-23,1,1,1,2026-08-18T10:00:00+05:30
gav_24485aa4,gid_9ab78a50,2026-09-24,1,1,1,2026-08-18T10:00:00+05:30
gav_5f9bcc0f,gid_9ab78a50,2026-09-25,1,2,1,2026-08-18T10:00:00+05:30
gav_4523c319,gid_9ab78a50,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_7864d671,gid_9ab78a50,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_68375a53,gid_9ab78a50,2026-09-28,0,0,1.1,2026-08-18T10:00:00+05:30
gav_fb6a77d0,gid_9ab78a50,2026-09-29,1,2,1,2026-08-18T10:00:00+05:30
gav_7e9d50dd,gid_9ab78a50,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_10d401f9,gid_b2b1d5b2,2026-09-01,0,0,1,2026-08-18T10:00:00+05:30
gav_ac09bcec,gid_b2b1d5b2,2026-09-02,1,2,1,2026-08-18T10:00:00+05:30
gav_30a3d6ef,gid_b2b1d5b2,2026-09-03,0,0,1,2026-08-18T10:00:00+05:30
gav_24225eec,gid_b2b1d5b2,2026-09-04,1,2,1,2026-08-18T10:00:00+05:30
gav_c7198419,gid_b2b1d5b2,2026-09-05,1,2,1.35,2026-08-18T10:00:00+05:30
gav_4e0e2859,gid_b2b1d5b2,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_de1e6a37,gid_b2b1d5b2,2026-09-07,1,1,1,2026-08-18T10:00:00+05:30
gav_cfef9a2a,gid_b2b1d5b2,2026-09-08,1,2,1,2026-08-18T10:00:00+05:30
gav_d3180945,gid_b2b1d5b2,2026-09-09,1,1,1,2026-08-18T10:00:00+05:30
gav_2c6358e4,gid_b2b1d5b2,2026-09-10,0,0,1,2026-08-18T10:00:00+05:30
gav_068857f2,gid_b2b1d5b2,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_f4c85746,gid_b2b1d5b2,2026-09-12,0,0,1.25,2026-08-18T10:00:00+05:30
gav_cd0e7bd2,gid_b2b1d5b2,2026-09-13,1,2,1.35,2026-08-18T10:00:00+05:30
gav_f8202836,gid_b2b1d5b2,2026-09-14,0,0,1,2026-08-18T10:00:00+05:30
gav_2b3e92aa,gid_b2b1d5b2,2026-09-15,0,0,1,2026-08-18T10:00:00+05:30
gav_afe8502d,gid_b2b1d5b2,2026-09-16,1,2,1.1,2026-08-18T10:00:00+05:30
gav_8786a5bd,gid_b2b1d5b2,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_580b68b1,gid_b2b1d5b2,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_aff370cf,gid_b2b1d5b2,2026-09-19,0,0,1.35,2026-08-18T10:00:00+05:30
gav_01f67573,gid_b2b1d5b2,2026-09-20,1,2,1.25,2026-08-18T10:00:00+05:30
gav_1c95fb26,gid_b2b1d5b2,2026-09-21,0,0,1,2026-08-18T10:00:00+05:30
gav_af1405c6,gid_b2b1d5b2,2026-09-22,0,0,1.1,2026-08-18T10:00:00+05:30
gav_222e6511,gid_b2b1d5b2,2026-09-23,0,0,1,2026-08-18T10:00:00+05:30
gav_6c34c212,gid_b2b1d5b2,2026-09-24,0,0,1,2026-08-18T10:00:00+05:30
gav_ff0b256c,gid_b2b1d5b2,2026-09-25,1,1,1,2026-08-18T10:00:00+05:30
gav_3e6977be,gid_b2b1d5b2,2026-09-26,0,0,1.35,2026-08-18T10:00:00+05:30
gav_b49e919f,gid_b2b1d5b2,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_bff0156a,gid_b2b1d5b2,2026-09-28,1,1,1,2026-08-18T10:00:00+05:30
gav_6df6669f,gid_b2b1d5b2,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
