transfer_id,city_id,from_label,to_label,mode,duration_minutes,distance_km,cost,currency,carbon_kg,capacity_pax,accessible,status,updated_at
trf_17b159aa,cty_d4f5e3a5,Bus terminus,Beach road,train,17,17.676,75.35,INR,0.725,40,1,active,2026-08-18T10:00:00+05:30
trf_5fd7768a,cty_ab50efee,Railway station,Old town,bus,111,55.95,207.85,INR,3.805,40,1,active,2026-08-18T10:00:00+05:30
trf_5b492ac5,cty_ab50efee,Airport,Old town,bus,69,34.926,144.78,INR,2.375,4,1,active,2026-08-18T10:00:00+05:30
trf_6e207777,cty_ab50efee,Railway station,Old town,auto_rickshaw,220,99.288,1628.61,INR,9.532,40,0,active,2026-08-18T10:00:00+05:30
trf_e272a308,cty_ab50efee,Airport,Beach road,auto_rickshaw,49,22.462,399.39,INR,2.156,80,1,active,2026-08-18T10:00:00+05:30
trf_61303157,cty_ab50efee,City centre,Hotel district,train,43,43.536,127.07,INR,1.785,6,0,active,2026-08-18T10:00:00+05:30
trf_30c821b6,cty_c43cfa94,Port,Beach road,ferry,296,103.856,870.85,INR,11.943,6,0,active,2026-08-18T10:00:00+05:30
trf_edecf700,cty_c43cfa94,Port,Old town,cab,165,116.142,2595.12,INR,19.86,3,1,active,2026-08-18T10:00:00+05:30
trf_ad3eb460,cty_c43cfa94,Airport,Beach road,bus,212,106.209,358.63,INR,7.222,3,0,active,2026-08-18T10:00:00+05:30
trf_8b2e9a84,cty_c43cfa94,Bus terminus,Beach road,cab,93,65.636,1483.98,INR,11.224,80,1,active,2026-08-18T10:00:00+05:30
trf_c1b68315,cty_c43cfa94,Port,Hill resort,bus,165,82.899,288.70,INR,5.637,3,1,active,2026-08-18T10:00:00+05:30
trf_518f9474,cty_b6ccbb3b,Port,Business park,auto_rickshaw,218,98.111,1609.77,INR,9.419,6,1,active,2026-08-18T10:00:00+05:30
trf_a2019a68,cty_b6ccbb3b,City centre,Old town,ferry,94,33.023,304.18,INR,3.798,4,1,active,2026-08-18T10:00:00+05:30
trf_e556213c,cty_b6ccbb3b,Airport,Old town,cab,95,66.789,1509.35,INR,11.421,4,0,active,2026-08-18T10:00:00+05:30
trf_cfa59a75,cty_b6ccbb3b,City centre,Business park,train,107,107.88,255.76,INR,4.423,4,0,active,2026-08-18T10:00:00+05:30
trf_c7885219,cty_b6ccbb3b,Railway station,Business park,auto_rickshaw,220,99.095,1625.51,INR,9.513,80,0,active,2026-08-18T10:00:00+05:30
trf_24ce7b04,cty_7be8559f,Airport,Hotel district,bus,53,26.851,120.55,INR,1.826,80,1,active,2026-08-18T10:00:00+05:30
trf_19ff0a35,cty_7be8559f,Bus terminus,Business park,train,59,59.997,159.99,INR,2.46,6,1,active,2026-08-18T10:00:00+05:30
trf_e23a5b3b,cty_7be8559f,Railway station,Beach road,auto_rickshaw,199,89.611,1473.78,INR,8.603,3,1,active,2026-08-18T10:00:00+05:30
trf_3cdb70f5,cty_7be8559f,Port,Old town,train,73,73.872,187.74,INR,3.029,3,1,active,2026-08-18T10:00:00+05:30
trf_4c721296,cty_7be8559f,Port,Beach road,ferry,51,18.089,184.71,INR,2.08,4,0,active,2026-08-18T10:00:00+05:30
trf_3ad2adf3,cty_cf1c6ac5,Railway station,Beach road,cab,35,24.82,586.04,INR,4.244,40,0,active,2026-08-18T10:00:00+05:30
trf_b5c909ba,cty_cf1c6ac5,Airport,Business park,cab,139,97.815,2191.93,INR,16.726,3,1,active,2026-08-18T10:00:00+05:30
trf_aabfe978,cty_cf1c6ac5,Airport,Beach road,train,63,63.768,167.54,INR,2.614,3,0,active,2026-08-18T10:00:00+05:30
trf_983434b8,cty_cf1c6ac5,Airport,Hotel district,auto_rickshaw,249,112.468,1839.49,INR,10.797,3,0,active,2026-08-18T10:00:00+05:30
trf_1b522f8b,cty_cf1c6ac5,City centre,Old town,bus,116,58.483,215.45,INR,3.977,3,0,active,2026-08-18T10:00:00+05:30
trf_13bed220,cty_590d4b7b,City centre,Old town,bus,88,44.046,172.14,INR,2.995,80,1,active,2026-08-18T10:00:00+05:30
trf_c65fea78,cty_590d4b7b,Bus terminus,Beach road,bus,119,59.859,219.58,INR,4.07,4,1,active,2026-08-18T10:00:00+05:30
trf_d35021f8,cty_590d4b7b,Airport,Old town,ferry,254,89.143,753.15,INR,10.252,4,1,active,2026-08-18T10:00:00+05:30
trf_f4825a60,cty_590d4b7b,Airport,Hotel district,train,42,42.919,125.84,INR,1.76,3,1,active,2026-08-18T10:00:00+05:30
trf_af4e9e1b,cty_590d4b7b,Railway station,Hill resort,ferry,110,38.835,350.68,INR,4.466,80,0,active,2026-08-18T10:00:00+05:30
trf_79747bea,cty_ccb4fb74,Railway station,Hill resort,bus,168,84.47,293.41,INR,5.744,6,1,active,2026-08-18T10:00:00+05:30
trf_7ce4e1d0,cty_ccb4fb74,Bus terminus,Hill resort,auto_rickshaw,39,17.737,323.79,INR,1.703,80,0,active,2026-08-18T10:00:00+05:30
trf_dcab84ba,cty_ccb4fb74,Airport,Beach road,ferry,303,106.244,889.95,INR,12.218,4,0,active,2026-08-18T10:00:00+05:30
trf_7da512df,cty_ccb4fb74,Port,Beach road,cab,49,34.819,806.02,INR,5.954,3,0,active,2026-08-18T10:00:00+05:30
trf_71cca22a,cty_ccb4fb74,Railway station,Old town,bus,116,58.17,214.51,INR,3.956,6,1,active,2026-08-18T10:00:00+05:30
trf_e9304fa9,cty_a50bc5dd,Bus terminus,Hill resort,auto_rickshaw,88,39.972,2412.39,LKR,3.837,40,0,active,2026-08-18T10:00:00+05:30
trf_65ab5a9a,cty_a50bc5dd,Port,Hill resort,auto_rickshaw,222,100.21,5833.91,LKR,9.62,80,1,active,2026-08-18T10:00:00+05:30
trf_1e645c0e,cty_a50bc5dd,Bus terminus,Business park,ferry,327,114.66,3398.36,LKR,13.186,80,1,active,2026-08-18T10:00:00+05:30
trf_c8807e47,cty_a50bc5dd,Port,Hotel district,auto_rickshaw,96,43.534,2614.71,LKR,4.179,3,1,active,2026-08-18T10:00:00+05:30
trf_9551a467,cty_a50bc5dd,Railway station,Beach road,bus,134,67.346,859.23,LKR,4.579,6,0,active,2026-08-18T10:00:00+05:30
trf_adcb2882,cty_009c9fd2,Railway station,Hill resort,auto_rickshaw,105,47.283,2827.68,LKR,4.539,80,0,active,2026-08-18T10:00:00+05:30
trf_d5424007,cty_009c9fd2,City centre,Beach road,train,107,107.159,902.83,LKR,4.394,4,0,active,2026-08-18T10:00:00+05:30
trf_3e8702c0,cty_009c9fd2,City centre,Business park,train,56,56.304,541.76,LKR,2.308,6,0,active,2026-08-18T10:00:00+05:30
trf_5e28eb5c,cty_009c9fd2,Airport,Hotel district,cab,57,39.915,3259.34,LKR,6.825,40,0,active,2026-08-18T10:00:00+05:30
trf_a43f9a36,cty_009c9fd2,Bus terminus,Hill resort,train,26,26.434,329.68,LKR,1.084,6,1,active,2026-08-18T10:00:00+05:30
trf_af98a792,cty_c0f2d9de,Railway station,Hotel district,ferry,339,118.791,1584.52,NPR,13.661,3,0,active,2026-08-18T10:00:00+05:30
trf_e1d5905c,cty_c0f2d9de,Airport,Hill resort,cab,161,113.308,4052.45,NPR,19.376,4,0,active,2026-08-18T10:00:00+05:30
trf_23588b28,cty_c0f2d9de,Airport,Old town,auto_rickshaw,34,15.684,465.52,NPR,1.506,80,0,active,2026-08-18T10:00:00+05:30
trf_926a3896,cty_c0f2d9de,Railway station,Business park,auto_rickshaw,243,109.406,2864.79,NPR,10.503,40,0,active,2026-08-18T10:00:00+05:30
trf_8e5d1029,cty_c0f2d9de,Port,Hotel district,cab,78,55.106,2003.72,NPR,9.423,6,0,active,2026-08-18T10:00:00+05:30
trf_c5ca1e33,cty_95d040d8,Bus terminus,Hill resort,train,104,104.89,399.65,NPR,4.3,3,1,active,2026-08-18T10:00:00+05:30
trf_36586ff6,cty_95d040d8,City centre,Hotel district,ferry,269,94.469,1273.20,NPR,10.864,4,0,active,2026-08-18T10:00:00+05:30
trf_c719ff66,cty_95d040d8,Port,Business park,bus,238,119.303,636.65,NPR,8.113,80,0,active,2026-08-18T10:00:00+05:30
trf_abdf9127,cty_95d040d8,Airport,Hotel district,ferry,134,46.937,664.79,NPR,5.398,80,1,active,2026-08-18T10:00:00+05:30
trf_c8956698,cty_95d040d8,Railway station,Hotel district,auto_rickshaw,187,84.382,2224.18,NPR,8.101,4,0,active,2026-08-18T10:00:00+05:30
trf_13e19f71,cty_79cbc59b,Bus terminus,Hotel district,train,84,84.832,209.66,BTN,3.478,80,1,active,2026-08-18T10:00:00+05:30
trf_c8c6acd0,cty_79cbc59b,Airport,Hill resort,ferry,48,17.118,176.95,BTN,1.969,4,0,active,2026-08-18T10:00:00+05:30
trf_9a64b153,cty_79cbc59b,Railway station,Beach road,cab,45,31.993,743.84,BTN,5.471,40,1,active,2026-08-18T10:00:00+05:30
trf_5061979e,cty_79cbc59b,Port,Business park,train,11,11.827,63.65,BTN,0.485,80,1,active,2026-08-18T10:00:00+05:30
trf_2835c2ca,cty_79cbc59b,Railway station,Beach road,auto_rickshaw,45,20.591,369.45,BTN,1.977,80,0,active,2026-08-18T10:00:00+05:30
trf_d0e4e8aa,cty_9aa02925,City centre,Hotel district,cab,170,119.656,494.40,MVR,20.461,3,1,active,2026-08-18T10:00:00+05:30
trf_60bdda07,cty_9aa02925,Airport,Hill resort,bus,150,75.246,49.16,MVR,5.117,3,0,active,2026-08-18T10:00:00+05:30
trf_f5eaaf81,cty_9aa02925,Bus terminus,Hill resort,auto_rickshaw,79,35.712,113.11,MVR,3.428,3,0,active,2026-08-18T10:00:00+05:30
trf_d90b3d2d,cty_9aa02925,Port,Hotel district,ferry,175,61.362,98.22,MVR,7.057,3,1,active,2026-08-18T10:00:00+05:30
trf_d60225af,cty_9aa02925,Port,Hotel district,ferry,259,90.753,141.71,MVR,10.437,80,1,active,2026-08-18T10:00:00+05:30
trf_dbe8f33c,cty_7b89639e,Bus terminus,Beach road,auto_rickshaw,115,52.054,38.49,AED,4.997,80,1,active,2026-08-18T10:00:00+05:30
trf_fdc59c98,cty_7b89639e,Bus terminus,Beach road,cab,170,119.665,117.86,AED,20.463,3,0,active,2026-08-18T10:00:00+05:30
trf_06ead23d,cty_7b89639e,City centre,Hill resort,ferry,338,118.432,43.55,AED,13.62,80,0,active,2026-08-18T10:00:00+05:30
trf_427d71b0,cty_7b89639e,Airport,Business park,cab,127,89.236,88.34,AED,15.259,3,1,active,2026-08-18T10:00:00+05:30
trf_ace21b16,cty_7b89639e,Bus terminus,Hill resort,auto_rickshaw,257,115.955,83.58,AED,11.132,40,0,active,2026-08-18T10:00:00+05:30
trf_e6693098,cty_1ced6ede,Port,Business park,bus,78,39.5,6.99,AED,2.686,6,0,active,2026-08-18T10:00:00+05:30
trf_7d6e9a8f,cty_1ced6ede,Port,Beach road,ferry,170,59.792,22.86,AED,6.876,40,0,active,2026-08-18T10:00:00+05:30
trf_62c31548,cty_1ced6ede,Airport,Hill resort,auto_rickshaw,87,39.221,29.44,AED,3.765,4,0,active,2026-08-18T10:00:00+05:30
trf_087a33ff,cty_1ced6ede,Railway station,Beach road,ferry,290,101.539,37.59,AED,11.677,3,0,active,2026-08-18T10:00:00+05:30
trf_21cce1f7,cty_1ced6ede,Airport,Beach road,ferry,184,64.41,24.49,AED,7.407,3,1,active,2026-08-18T10:00:00+05:30
trf_d9aa0454,cty_6320eea9,Railway station,Beach road,cab,89,62.429,61.77,QAR,10.675,40,0,active,2026-08-18T10:00:00+05:30
trf_9e44d3ee,cty_6320eea9,Bus terminus,Business park,cab,70,49.516,49.35,QAR,8.467,80,1,active,2026-08-18T10:00:00+05:30
trf_93b806ea,cty_6320eea9,Railway station,Old town,ferry,199,69.965,26.21,QAR,8.046,3,0,active,2026-08-18T10:00:00+05:30
trf_aeabbb8f,cty_6320eea9,Bus terminus,Business park,train,29,29.272,4.31,QAR,1.2,40,1,active,2026-08-18T10:00:00+05:30
trf_b2e43d22,cty_6320eea9,Railway station,Hotel district,ferry,66,23.149,9.84,QAR,2.662,3,1,active,2026-08-18T10:00:00+05:30
trf_df65a416,cty_905fd8a1,Railway station,Hotel district,bus,96,48.136,2.97,SGD,3.273,6,1,active,2026-08-18T10:00:00+05:30
trf_1f462a2d,cty_905fd8a1,City centre,Hill resort,bus,131,65.824,3.82,SGD,4.476,40,1,active,2026-08-18T10:00:00+05:30
trf_a7af67cf,cty_905fd8a1,Port,Old town,cab,119,83.381,30.18,SGD,14.258,4,0,active,2026-08-18T10:00:00+05:30
trf_b1cfd5ac,cty_905fd8a1,Bus terminus,Beach road,ferry,14,5.194,1.31,SGD,0.597,3,1,active,2026-08-18T10:00:00+05:30
trf_03b51e5f,cty_905fd8a1,Railway station,Business park,cab,97,68.202,24.80,SGD,11.662,40,1,active,2026-08-18T10:00:00+05:30
trf_a04e8b22,cty_a5f16904,Bus terminus,Business park,train,64,64.592,71.23,THB,2.648,4,1,active,2026-08-18T10:00:00+05:30
trf_fd5184d8,cty_a5f16904,City centre,Business park,ferry,298,104.562,369.00,THB,12.025,80,0,active,2026-08-18T10:00:00+05:30
trf_eb46939d,cty_a5f16904,City centre,Old town,train,38,38.241,49.04,THB,1.568,40,0,active,2026-08-18T10:00:00+05:30
trf_fc462122,cty_a5f16904,Bus terminus,Business park,ferry,268,94.131,333.87,THB,10.825,3,0,active,2026-08-18T10:00:00+05:30
trf_54534197,cty_a5f16904,Airport,Beach road,auto_rickshaw,144,65.142,455.63,THB,6.254,4,0,active,2026-08-18T10:00:00+05:30
trf_5391d293,cty_c9f34ba7,City centre,Business park,auto_rickshaw,220,99.008,87.22,MYR,9.505,4,0,active,2026-08-18T10:00:00+05:30
trf_02eaef2f,cty_c9f34ba7,Port,Hill resort,cab,88,61.794,75.15,MYR,10.567,3,0,active,2026-08-18T10:00:00+05:30
trf_dc1bd239,cty_c9f34ba7,City centre,Hill resort,bus,30,15.045,4.57,MYR,1.023,80,0,active,2026-08-18T10:00:00+05:30
trf_8e9f5958,cty_c9f34ba7,Bus terminus,Old town,train,109,109.783,13.94,MYR,4.501,80,0,active,2026-08-18T10:00:00+05:30
trf_85329b5f,cty_c9f34ba7,Port,Hill resort,cab,22,15.795,20.81,MYR,2.701,3,0,active,2026-08-18T10:00:00+05:30
trf_ca87cd33,cty_36afaa5c,Bus terminus,Old town,cab,146,102.232,446374.56,IDR,17.482,80,1,active,2026-08-18T10:00:00+05:30
trf_67099282,cty_36afaa5c,Bus terminus,Hill resort,bus,215,107.594,70742.73,IDR,7.316,4,1,active,2026-08-18T10:00:00+05:30
trf_d6cdecb3,cty_36afaa5c,Airport,Hill resort,ferry,216,75.87,126156.95,IDR,8.725,3,0,active,2026-08-18T10:00:00+05:30
trf_e51cab8a,cty_36afaa5c,Port,Business park,auto_rickshaw,197,89.029,285569.43,IDR,8.547,6,1,active,2026-08-18T10:00:00+05:30
trf_56db010f,cty_36afaa5c,Port,Hill resort,train,36,36.438,22010.66,IDR,1.494,6,0,active,2026-08-18T10:00:00+05:30
trf_e1b706bb,cty_51a149b7,Bus terminus,Hotel district,train,37,37.227,208.31,JPY,1.526,3,1,active,2026-08-18T10:00:00+05:30
trf_58b0e97a,cty_51a149b7,Railway station,Hotel district,train,44,44.919,236.30,JPY,1.842,3,0,active,2026-08-18T10:00:00+05:30
trf_3fdea574,cty_51a149b7,Bus terminus,Hotel district,cab,48,34.279,1445.32,JPY,5.862,4,1,active,2026-08-18T10:00:00+05:30
trf_28e14199,cty_51a149b7,Port,Hill resort,auto_rickshaw,261,117.644,3498.59,JPY,11.294,4,1,active,2026-08-18T10:00:00+05:30
trf_a31f8f4f,cty_51a149b7,Airport,Hotel district,ferry,134,47.123,758.91,JPY,5.419,6,0,active,2026-08-18T10:00:00+05:30
trf_6d1450da,cty_0b7f5985,Railway station,Old town,train,115,115.733,2.85,CHF,4.745,80,0,active,2026-08-18T10:00:00+05:30
trf_452fb18e,cty_0b7f5985,Bus terminus,Hotel district,bus,165,82.923,3.03,CHF,5.639,4,1,active,2026-08-18T10:00:00+05:30
trf_bb246fae,cty_0b7f5985,Bus terminus,Old town,train,15,15.514,0.75,CHF,0.636,3,1,active,2026-08-18T10:00:00+05:30
trf_896ba0b4,cty_0b7f5985,City centre,Business park,auto_rickshaw,189,85.079,14.71,CHF,8.168,3,1,active,2026-08-18T10:00:00+05:30
trf_eda138d1,cty_0b7f5985,City centre,Hotel district,bus,57,28.861,1.33,CHF,1.963,40,1,active,2026-08-18T10:00:00+05:30
