itinerary_id,trip_id,name,version,is_active,generated_by,total_cost,currency,total_duration_minutes,total_carbon_kg,optimizer_weights,status,created_at,updated_at
itn_b9ece488,trp_92b064f2,Jaisalmer plan v2,2,1,ai_planner,1953600.00,IDR,1335,12.5,,active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_3c2ac8b9,trp_78241f22,Leh plan v1,1,1,ai_planner,16250.00,INR,1155,12.5,,active,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_27981f52,trp_84855866,Bengaluru plan v1,1,1,ai_planner,12050.00,INR,660,7.7,,active,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_e287afc4,trp_7844b321,Puri plan v1,1,1,user,3750.00,INR,1020,12,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0a135d19,trp_c1e34627,Mumbai plan v1,1,1,optimizer,24800.00,INR,1545,13.7,,active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_05fe0023,trp_74917bfb,Jaisalmer plan v1,1,1,user,17500.00,INR,1275,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_32179465,trp_53200b9d,Leh plan v1,1,0,agent,2200.00,THB,1125,9.6,,active,2026-06-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_2c21d62f,trp_53200b9d,Leh plan v2,2,1,ai_planner,4107.50,THB,630,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_32e9fed2,trp_69a5e32d,Nainital plan v1,1,1,ai_planner,4050.00,NPR,1050,9.6,,active,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6dd611aa,trp_ef522093,Bangkok plan v1,1,1,user,11094.60,INR,1125,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_90a264d3,trp_627dd5f6,Chennai plan v1,1,1,ai_planner,1850.00,QAR,1050,8.4,,active,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_20f1cda1,trp_f9bdd86b,Shillong plan v1,1,1,ai_planner,3200.00,INR,1065,12,,active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_26607536,trp_09f90a77,Pokhara plan v1,1,0,optimizer,19200.00,INR,1740,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_c7f5560a,trp_09f90a77,Pokhara plan v2,2,1,optimizer,17280.00,INR,1410,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1a17561b,trp_ff8e9fec,Shimla plan v1,1,1,ai_planner,2250.00,INR,915,8.4,,active,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_c5a61e2e,trp_d6b492f9,Abu Dhabi plan v1,1,1,agent,12769.04,INR,1335,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_faf14c24,trp_962e90a6,Hampi plan v1,1,1,ai_planner,2800.00,INR,1290,12,,active,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_7a7c9cdd,trp_25a980cf,Pondicherry plan v1,1,0,optimizer,27700.00,JPY,885,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_930fab3d,trp_25a980cf,Pondicherry plan v2,2,0,agent,26900.00,JPY,930,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_a734e688,trp_25a980cf,Pondicherry plan v3,3,1,agent,11050.00,JPY,1380,13.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_c75a3083,trp_c403d6fa,Alleppey plan v1,1,1,user,2783.75,CHF,1050,11.3,,active,2026-05-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_e6b49351,trp_e427f350,Guwahati plan v1,1,1,agent,6550.00,NPR,1110,12,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_a7064065,trp_e8b8c651,Manali plan v1,1,1,user,16750.00,INR,1200,13.7,,active,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_3457f8f4,trp_8e6dec68,Kochi plan v1,1,1,agent,19000.00,INR,1050,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_99427d44,trp_ad48f44b,Puri plan v1,1,1,user,13200.00,INR,1125,11.3,,active,2026-06-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5845a2f4,trp_43e313f5,Amritsar plan v1,1,1,agent,30500.00,INR,1080,12.5,,active,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_fd985c9b,trp_49772eb7,Doha plan v1,1,0,ai_planner,15246.91,INR,1590,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_4e043f4d,trp_49772eb7,Doha plan v2,2,0,optimizer,15133.29,INR,1665,13.7,,active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_bbd1d0c9,trp_49772eb7,Doha plan v3,3,1,agent,15260.03,INR,1950,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_05200341,trp_d647222e,Thanjavur plan v1,1,1,user,14250.00,INR,1905,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_99cf0bce,trp_7013467c,Male plan v1,1,1,agent,1100.75,INR,1530,12,,active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_7b7750b7,trp_631ad6a9,Zurich plan v1,1,1,ai_planner,20029.41,INR,915,13.7,,active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f06cdb86,trp_bab07b17,Doha plan v1,1,1,ai_planner,7786.24,INR,1035,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_e1cba118,trp_e11af79e,Manali plan v1,1,1,user,2650.00,INR,660,9.6,,active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_8aba9c95,trp_c67254e9,Manali plan v1,1,0,user,8850.00,INR,810,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_49e6ac5d,trp_c67254e9,Manali plan v2,2,1,ai_planner,9050.00,INR,930,10.1,,active,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_ad0d1ef4,trp_b7a82392,Varanasi plan v1,1,1,user,34550.00,NPR,1275,11.3,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_52259dcf,trp_12e18a88,Munnar plan v1,1,1,user,18900.00,INR,1245,11.3,,active,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6697ed5a,trp_43aa1b9f,Kathmandu plan v1,1,1,ai_planner,12460.00,INR,765,7.7,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_82166ca0,trp_7156f558,Kathmandu plan v1,1,1,ai_planner,7111.25,AED,1305,12.5,,active,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_9a52d7d2,trp_bca7f130,Jodhpur plan v1,1,1,ai_planner,13600.00,INR,1455,13.7,,active,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_eda49296,trp_8580f983,Abu Dhabi plan v1,1,1,ai_planner,10262.42,INR,1155,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1b8c13e8,trp_37519e08,Jaipur plan v1,1,1,ai_planner,9850.00,INR,780,10.1,,active,2026-04-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_019891a3,trp_cb0bf61d,Srinagar plan v1,1,0,agent,13750.00,INR,1350,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_550b36d4,trp_cb0bf61d,Srinagar plan v2,2,0,ai_planner,14850.00,INR,1050,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_690acb45,trp_cb0bf61d,Srinagar plan v3,3,1,optimizer,13250.00,INR,1515,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6f752443,trp_fdbf106b,Bhuj plan v1,1,1,user,17600.00,INR,840,13.7,,active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1018089f,trp_098ba70a,Alleppey plan v1,1,1,optimizer,20450.00,INR,1410,13.7,,active,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_4ab9eb42,trp_7a5e7bd8,Chennai plan v1,1,1,optimizer,23300.00,INR,1365,12.5,,active,2026-06-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_99d57c69,trp_8f860be9,Visakhapatnam plan v1,1,1,agent,14600.00,INR,525,10.1,,active,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_ace8b39f,trp_cc0bc071,Shimla plan v1,1,1,agent,20900.00,INR,1125,11.3,,active,2026-06-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0b0eea9c,trp_e0e73f4f,Thanjavur plan v1,1,1,user,6950.00,INR,315,6.5,,active,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_65b9ad1c,trp_c675b49c,Abu Dhabi plan v1,1,0,optimizer,7733.74,INR,1275,8.9,,active,2026-05-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_3b8c204e,trp_c675b49c,Abu Dhabi plan v2,2,0,user,7680.82,INR,660,7.7,,active,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_77f3f092,trp_c675b49c,Abu Dhabi plan v3,3,1,optimizer,7537.49,INR,735,7.7,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_72480aaa,trp_14bf5f65,Rishikesh plan v1,1,1,optimizer,15550.00,INR,1215,12.5,,active,2026-05-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6ebed832,trp_0d9ed6f6,Hyderabad plan v1,1,0,ai_planner,20950.00,INR,1020,11.3,,active,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_ba7e22e3,trp_0d9ed6f6,Hyderabad plan v2,2,1,ai_planner,21150.00,INR,1035,10.1,,active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_a30f3ad8,trp_01716435,Mysuru plan v1,1,1,user,10750.00,INR,690,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_7ae3e428,trp_8a12a715,Udaipur plan v1,1,1,optimizer,21950.00,INR,1455,12.5,,active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_741c2484,trp_eda7ae24,Puri plan v1,1,1,ai_planner,8200.00,INR,735,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5c13e54b,trp_b61bda4b,Kolkata plan v1,1,1,user,12700.00,INR,810,8.9,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_933cef91,trp_d8f6113f,Chennai plan v1,1,1,optimizer,2911.50,AED,990,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_36f3d6a2,trp_b4864e6f,Gokarna plan v1,1,0,ai_planner,35400.00,NPR,1725,13.7,,active,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_d6232dc7,trp_b4864e6f,Gokarna plan v2,2,0,agent,37700.00,NPR,1125,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f34f8ea2,trp_b4864e6f,Gokarna plan v3,3,1,user,35000.00,NPR,1530,12.5,,active,2026-06-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_25cfba59,trp_0f181044,Pondicherry plan v1,1,0,agent,4677.75,QAR,1140,10.1,,active,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_d126c029,trp_0f181044,Pondicherry plan v2,2,1,optimizer,5177.75,QAR,1080,8.9,,active,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_a1438ee4,trp_90f6480d,Thiruvananthapuram plan v1,1,1,optimizer,12100.00,INR,1350,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_4840ded7,trp_be2b6219,Kandy plan v1,1,1,ai_planner,55202.50,LKR,600,8.9,,active,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_730fa631,trp_1ceb9811,Ahmedabad plan v1,1,1,agent,17000.00,INR,1395,12.5,,active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5dbdf217,trp_856b6452,Shillong plan v1,1,1,agent,19950.00,NPR,765,11.3,,active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0393c9b5,trp_32bc8fa5,Nainital plan v1,1,0,user,39500.00,NPR,1050,13.7,,active,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f18892fe,trp_32bc8fa5,Nainital plan v2,2,0,optimizer,29850.00,NPR,1455,13.7,,active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_4dc58042,trp_32bc8fa5,Nainital plan v3,3,1,optimizer,28900.00,NPR,1575,13.7,,active,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_63c8e6cb,trp_0e4ac002,Hampi plan v1,1,1,user,21500.00,INR,1245,13.7,,active,2026-04-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_8d33954d,trp_d6cd4f40,Male plan v1,1,0,ai_planner,21137.75,INR,1770,12.5,,active,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_7af3b382,trp_d6cd4f40,Male plan v2,2,0,user,21794.50,INR,1380,12.5,,active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_d754ba6c,trp_d6cd4f40,Male plan v3,3,1,ai_planner,20407.00,INR,1215,11.3,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1b3b3a2a,trp_d5063ed0,Darjeeling plan v1,1,1,user,12082.00,AED,1485,11.3,,active,2026-05-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_675c78de,trp_1dd09ed0,Puri plan v1,1,0,optimizer,15850.00,INR,1530,12.5,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_2d5103f3,trp_1dd09ed0,Puri plan v2,2,1,user,15750.00,INR,1140,12.5,,active,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_96058ffe,trp_ed8dc5fe,Udaipur plan v1,1,0,ai_planner,25500.00,INR,900,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_2b6b1ed7,trp_ed8dc5fe,Udaipur plan v2,2,1,ai_planner,5400.00,INR,1215,13.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_af4b0b68,trp_20b372f1,Ahmedabad plan v1,1,1,optimizer,19950.00,INR,975,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_037189d9,trp_1002157a,Nainital plan v1,1,1,user,8000.00,INR,435,5.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_9cfc00c5,trp_aa8d192e,Varanasi plan v1,1,1,ai_planner,19250.00,INR,1185,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_d193d75c,trp_b355e443,Nainital plan v1,1,1,optimizer,22800.00,INR,1020,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_48806145,trp_d128a566,Panaji plan v1,1,0,user,11000.00,INR,375,6.5,,active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5fb92562,trp_d128a566,Panaji plan v2,2,1,optimizer,10800.00,INR,660,10.1,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_28120488,trp_e72a3a42,Pondicherry plan v1,1,1,agent,16650.00,INR,1035,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_609b6588,trp_11c3f9e5,Gokarna plan v1,1,1,user,19700.00,LKR,690,6.5,,active,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_7138369b,trp_44abe323,Aurangabad plan v1,1,1,user,12400.00,INR,1500,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_57de7c0a,trp_9af6e7d4,Pondicherry plan v1,1,0,agent,17150.00,INR,1485,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_448e6d0c,trp_9af6e7d4,Pondicherry plan v2,2,0,ai_planner,5900.00,INR,1425,12,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_11b59764,trp_9af6e7d4,Pondicherry plan v3,3,1,optimizer,15400.00,INR,1395,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6acfd412,trp_90548bc9,Pokhara plan v1,1,0,agent,74130.00,LKR,1695,12.5,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_ce5e165c,trp_90548bc9,Pokhara plan v2,2,0,optimizer,58130.00,LKR,1050,11.3,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_d44baf61,trp_90548bc9,Pokhara plan v3,3,1,agent,61650.00,LKR,1230,11.3,,active,2026-05-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_78af7140,trp_3e0e98ed,Ooty plan v1,1,1,ai_planner,7800.00,INR,420,6.5,,active,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_02acc32c,trp_706fdf80,Panaji plan v1,1,0,ai_planner,1530.50,SGD,390,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_31c10761,trp_706fdf80,Panaji plan v2,2,0,agent,3180.50,SGD,435,5.3,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_3ba58320,trp_706fdf80,Panaji plan v3,3,1,agent,980.50,SGD,585,6.5,,active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_82ff8a76,trp_aa766de3,Doha plan v1,1,1,agent,2925168.25,IDR,1455,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_817cce09,trp_3e798eae,Kandy plan v1,1,0,agent,27425.00,INR,1065,13.7,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_07b1bb3d,trp_3e798eae,Kandy plan v2,2,0,optimizer,22632.50,INR,780,11.3,,active,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_b20e386e,trp_3e798eae,Kandy plan v3,3,1,ai_planner,25117.50,INR,930,13.7,,active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f1578ba1,trp_c7b6e5c7,Tirupati plan v1,1,0,ai_planner,7641.50,SGD,1260,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_af1498bf,trp_c7b6e5c7,Tirupati plan v2,2,0,optimizer,6550.00,SGD,1050,10.8,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_451721c1,trp_c7b6e5c7,Tirupati plan v3,3,1,ai_planner,10341.50,SGD,1470,13.7,,active,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f61dc9f3,trp_7afc863d,Colombo plan v1,1,1,optimizer,35975.00,INR,960,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_97ea66e2,trp_fc58b9bd,Jaisalmer plan v1,1,1,agent,6750.00,INR,495,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1530916c,trp_e6cd4e0f,Amritsar plan v1,1,1,user,18750.00,INR,945,13.7,,active,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_e9efc89b,trp_ec5e83d5,Udaipur plan v1,1,1,agent,21600.00,BTN,870,10.1,,active,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_2b59ee3d,trp_5843566d,Gangtok plan v1,1,1,optimizer,7400.00,INR,900,6.5,,active,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0e287aa6,trp_79899032,Kandy plan v1,1,1,optimizer,18002.50,INR,900,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_05993cf3,trp_e5d6ad9d,Jaisalmer plan v1,1,1,agent,22400.00,INR,1455,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_a46eb41a,trp_c6e23791,Panaji plan v1,1,0,ai_planner,9800.00,INR,855,13.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6b3abc32,trp_c6e23791,Panaji plan v2,2,1,agent,21200.00,INR,975,12.5,,active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_9e2fadf1,trp_6b90fe6a,Srinagar plan v1,1,1,agent,1721.75,AED,1305,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5e0a7d1f,trp_4567900f,Dubai plan v1,1,1,ai_planner,15458.64,INR,1290,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_c91cc237,trp_ce030396,Amritsar plan v1,1,1,ai_planner,30450.00,INR,1335,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0abc1d15,trp_ae6b4527,Rishikesh plan v1,1,0,agent,3100.00,INR,840,7.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_868397b9,trp_ae6b4527,Rishikesh plan v2,2,0,user,10100.00,INR,990,7.7,,active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_fa32a085,trp_ae6b4527,Rishikesh plan v3,3,1,agent,9850.00,INR,945,10.1,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_38695435,trp_4158f34b,Shimla plan v1,1,1,ai_planner,5550.00,INR,765,6.5,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_060c4dd3,trp_0ab1cb2b,Aurangabad plan v1,1,1,ai_planner,14100.00,INR,1500,12.5,,active,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_0d28baa5,trp_de13fbb8,Munnar plan v1,1,1,optimizer,6250.00,INR,480,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_07c3bf53,trp_6d961db4,Thanjavur plan v1,1,1,user,10350.00,INR,540,10.1,,active,2026-05-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_5cdb015a,trp_4c87ad6d,Kolkata plan v1,1,0,agent,19950.00,INR,1065,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_89bb9f79,trp_4c87ad6d,Kolkata plan v2,2,0,ai_planner,18400.00,INR,1110,11.3,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_c9ac3e67,trp_4c87ad6d,Kolkata plan v3,3,1,agent,18900.00,INR,1350,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_f28ca5bf,trp_e5fcba16,Pune plan v1,1,1,user,19800.00,INR,1485,12.5,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_6fcfffa7,trp_64726e5f,Tirupati plan v1,1,1,agent,29000.00,INR,1020,13.7,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_372d9ba9,trp_e9978e3e,Panaji plan v1,1,1,optimizer,21350.00,INR,1140,11.3,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_af12851b,trp_4507663e,Jaisalmer plan v1,1,1,ai_planner,9450.00,INR,705,7.7,,active,2026-06-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_3d957ffe,trp_7b77aa24,Visakhapatnam plan v1,1,1,ai_planner,24300.00,INR,1305,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_1ba926a0,trp_087633e3,Lucknow plan v1,1,1,optimizer,22000.00,INR,1290,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
itn_b57b0ea1,trp_3e263e75,Kathmandu plan v1,1,1,optimizer,28820.00,INR,1110,12.5,,active,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
