history_id,entity_type,entity_id,effective_date,price,currency,baseline_price,demand_index,occupancy_pct,lead_time_factor,seasonality_factor,event_factor,competitor_factor,bound_clamped,explanation,computed_at
phs_95209504,flight_fare,far_0ea13085,2026-07-28,4271.09,INR,5694.79,0.492,22.61,1.12,0.805,1,1.012,1,demand 0.49 x lead 1.12 x season 0.81 x event 1.00 x competitor 1.01 (clamped to bound),2026-07-28T03:00:00+05:30
phs_0fb9573e,flight_fare,far_0ea13085,2026-07-29,6052.42,INR,5694.79,1.07,74.48,0.993,0.809,1,1,0,demand 1.07 x lead 0.99 x season 0.81 x event 1.00 x competitor 1.00,2026-07-29T03:00:00+05:30
phs_3eb86a7d,flight_fare,far_0ea13085,2026-07-30,4271.09,INR,5694.79,0.59,36.26,1.032,0.813,1,1.017,1,demand 0.59 x lead 1.03 x season 0.81 x event 1.00 x competitor 1.02 (clamped to bound),2026-07-30T03:00:00+05:30
phs_aef099cd,flight_fare,far_0ea13085,2026-07-31,4271.09,INR,5694.79,0.513,20.51,1.119,0.817,1.22,1,1,demand 0.51 x lead 1.12 x season 0.82 x event 1.22 x competitor 1.00 (clamped to bound),2026-07-31T03:00:00+05:30
phs_1cf15722,flight_fare,far_0ea13085,2026-08-01,4927.13,INR,5694.79,0.833,61.16,1.036,0.821,1,1.003,0,demand 0.83 x lead 1.04 x season 0.82 x event 1.00 x competitor 1.00,2026-08-01T03:00:00+05:30
phs_71ce698e,flight_fare,far_0ea13085,2026-08-02,4271.09,INR,5694.79,0.696,45.47,0.961,0.826,1,1.037,1,demand 0.70 x lead 0.96 x season 0.83 x event 1.00 x competitor 1.04 (clamped to bound),2026-08-02T03:00:00+05:30
phs_f356de2b,flight_fare,far_0ea13085,2026-08-03,4871.32,INR,5694.79,0.757,48.63,1.168,0.83,1,0.967,0,demand 0.76 x lead 1.17 x season 0.83 x event 1.00 x competitor 0.97,2026-08-03T03:00:00+05:30
phs_659c45fe,flight_fare,far_0ea13085,2026-08-04,7438.53,INR,5694.79,0.975,55.78,1.152,0.834,1.22,0.953,0,demand 0.98 x lead 1.15 x season 0.83 x event 1.22 x competitor 0.95,2026-08-04T03:00:00+05:30
phs_31bdab61,flight_fare,far_0ea13085,2026-08-05,6633.86,INR,5694.79,0.764,41.79,1.158,0.838,1.22,1.079,0,demand 0.76 x lead 1.16 x season 0.84 x event 1.22 x competitor 1.08,2026-08-05T03:00:00+05:30
phs_bf5957dc,flight_fare,far_0ea13085,2026-08-06,4271.09,INR,5694.79,0.599,40.9,1.145,0.843,1,1.017,1,demand 0.60 x lead 1.15 x season 0.84 x event 1.00 x competitor 1.02 (clamped to bound),2026-08-06T03:00:00+05:30
phs_5cd9c6ae,flight_fare,far_0ea13085,2026-08-07,4271.09,INR,5694.79,0.687,48.31,1.144,0.847,1,0.951,1,demand 0.69 x lead 1.14 x season 0.85 x event 1.00 x competitor 0.95 (clamped to bound),2026-08-07T03:00:00+05:30
phs_065ed51b,flight_fare,far_0ea13085,2026-08-08,4271.09,INR,5694.79,0.655,47.97,1.142,0.852,1,0.967,1,demand 0.65 x lead 1.14 x season 0.85 x event 1.00 x competitor 0.97 (clamped to bound),2026-08-08T03:00:00+05:30
phs_a24341f5,flight_fare,far_0ea13085,2026-08-09,6387.85,INR,5694.79,1.124,61.03,0.974,0.856,1,1.025,0,demand 1.12 x lead 0.97 x season 0.86 x event 1.00 x competitor 1.02,2026-08-09T03:00:00+05:30
phs_a0668525,flight_fare,far_0ea13085,2026-08-10,5407.77,INR,5694.79,0.928,66.28,1.05,0.861,1,0.975,0,demand 0.93 x lead 1.05 x season 0.86 x event 1.00 x competitor 0.97,2026-08-10T03:00:00+05:30
phs_8c5f7baf,flight_fare,far_0ea13085,2026-08-11,4271.09,INR,5694.79,0.609,37.91,1.172,0.865,1,1.017,1,demand 0.61 x lead 1.17 x season 0.87 x event 1.00 x competitor 1.02 (clamped to bound),2026-08-11T03:00:00+05:30
phs_bc8a8aef,flight_fare,far_0ea13085,2026-08-12,6883.29,INR,5694.79,1.324,71.34,0.958,0.87,1,0.953,0,demand 1.32 x lead 0.96 x season 0.87 x event 1.00 x competitor 0.95,2026-08-12T03:00:00+05:30
phs_8e0afd83,flight_fare,far_0ea13085,2026-08-13,4560.39,INR,5694.79,0.679,36.29,1.137,0.875,1,1.038,0,demand 0.68 x lead 1.14 x season 0.87 x event 1.00 x competitor 1.04,2026-08-13T03:00:00+05:30
phs_97ba003a,flight_fare,far_0ea13085,2026-08-14,4695.92,INR,5694.79,0.717,38.42,1.159,0.879,1,0.992,0,demand 0.72 x lead 1.16 x season 0.88 x event 1.00 x competitor 0.99,2026-08-14T03:00:00+05:30
phs_97046da7,flight_fare,far_0ea13085,2026-08-15,4271.09,INR,5694.79,0.556,29.28,1.025,0.884,1,0.965,1,demand 0.56 x lead 1.02 x season 0.88 x event 1.00 x competitor 0.96 (clamped to bound),2026-08-15T03:00:00+05:30
phs_3d60fd53,flight_fare,far_0ea13085,2026-08-16,6784.77,INR,5694.79,0.879,46.17,1.069,0.889,1.22,1.039,0,demand 0.88 x lead 1.07 x season 0.89 x event 1.22 x competitor 1.04,2026-08-16T03:00:00+05:30
phs_0c3312b0,flight_fare,far_0ea13085,2026-08-17,5070.07,INR,5694.79,0.907,64.88,0.961,0.894,1,1.021,0,demand 0.91 x lead 0.96 x season 0.89 x event 1.00 x competitor 1.02,2026-08-17T03:00:00+05:30
phs_5f4837b7,flight_fare,far_b875b0c8,2026-07-14,5880.20,INR,6806.58,0.788,58.37,1.14,0.756,1,0.962,0,demand 0.79 x lead 1.14 x season 0.76 x event 1.00 x competitor 0.96,2026-07-14T03:00:00+05:30
phs_fda4f988,flight_fare,far_b875b0c8,2026-07-15,8599.43,INR,6806.58,0.954,59.93,1.078,0.759,1.22,1.007,0,demand 0.95 x lead 1.08 x season 0.76 x event 1.22 x competitor 1.01,2026-07-15T03:00:00+05:30
phs_d08f6ffe,flight_fare,far_b875b0c8,2026-07-16,5104.94,INR,6806.58,0.69,33.89,0.987,0.762,1,1.071,1,demand 0.69 x lead 0.99 x season 0.76 x event 1.00 x competitor 1.07 (clamped to bound),2026-07-16T03:00:00+05:30
phs_5d417a9f,flight_fare,far_b875b0c8,2026-07-17,9047.31,INR,6806.58,1.142,67.5,1.119,0.766,1,1.04,0,demand 1.14 x lead 1.12 x season 0.77 x event 1.00 x competitor 1.04,2026-07-17T03:00:00+05:30
phs_69c75c70,flight_fare,far_b875b0c8,2026-07-18,9128.99,INR,6806.58,1.118,59.87,1.125,0.769,1,1.066,0,demand 1.12 x lead 1.12 x season 0.77 x event 1.00 x competitor 1.07,2026-07-18T03:00:00+05:30
phs_139130de,flight_fare,far_b875b0c8,2026-07-19,5104.94,INR,6806.58,0.62,31.68,1.105,0.772,1,1.078,1,demand 0.62 x lead 1.10 x season 0.77 x event 1.00 x competitor 1.08 (clamped to bound),2026-07-19T03:00:00+05:30
phs_374c58a4,flight_fare,far_b875b0c8,2026-07-20,5528.30,INR,6806.58,0.707,49.17,1.18,0.776,1,0.974,0,demand 0.71 x lead 1.18 x season 0.78 x event 1.00 x competitor 0.97,2026-07-20T03:00:00+05:30
phs_7e44bfa1,flight_fare,far_b875b0c8,2026-07-21,6096.65,INR,6806.58,0.883,50.62,0.987,0.779,1,1.028,0,demand 0.88 x lead 0.99 x season 0.78 x event 1.00 x competitor 1.03,2026-07-21T03:00:00+05:30
phs_8e3b9da7,flight_fare,far_b875b0c8,2026-07-22,5104.94,INR,6806.58,0.63,36.36,0.954,0.783,1,0.959,1,demand 0.63 x lead 0.95 x season 0.78 x event 1.00 x competitor 0.96 (clamped to bound),2026-07-22T03:00:00+05:30
phs_4993a0fa,flight_fare,far_b875b0c8,2026-07-23,8288.37,INR,6806.58,1.204,84.55,1.042,0.786,1,0.971,0,demand 1.20 x lead 1.04 x season 0.79 x event 1.00 x competitor 0.97,2026-07-23T03:00:00+05:30
phs_91363d73,flight_fare,far_b875b0c8,2026-07-24,5104.94,INR,6806.58,0.631,49.95,1.033,0.79,1,1.076,1,demand 0.63 x lead 1.03 x season 0.79 x event 1.00 x competitor 1.08 (clamped to bound),2026-07-24T03:00:00+05:30
phs_68191fa4,flight_fare,far_b875b0c8,2026-07-25,5104.94,INR,6806.58,0.577,29,0.958,0.794,1,1.071,1,demand 0.58 x lead 0.96 x season 0.79 x event 1.00 x competitor 1.07 (clamped to bound),2026-07-25T03:00:00+05:30
phs_b5ce3a81,flight_fare,far_b875b0c8,2026-07-26,8020.19,INR,6806.58,1.06,77.7,1.125,0.797,1,0.988,0,demand 1.06 x lead 1.12 x season 0.80 x event 1.00 x competitor 0.99,2026-07-26T03:00:00+05:30
phs_6b997f7f,flight_fare,far_b875b0c8,2026-07-27,5104.94,INR,6806.58,0.532,41.34,1.099,0.801,1,1.021,1,demand 0.53 x lead 1.10 x season 0.80 x event 1.00 x competitor 1.02 (clamped to bound),2026-07-27T03:00:00+05:30
phs_6db072f4,flight_fare,far_b875b0c8,2026-07-28,5458.20,INR,6806.58,0.802,51.79,0.976,0.805,1,1.024,0,demand 0.80 x lead 0.98 x season 0.81 x event 1.00 x competitor 1.02,2026-07-28T03:00:00+05:30
phs_5aa8fe2f,flight_fare,far_b875b0c8,2026-07-29,8634.83,INR,6806.58,1.104,75.37,1.092,0.809,1,1.052,0,demand 1.10 x lead 1.09 x season 0.81 x event 1.00 x competitor 1.05,2026-07-29T03:00:00+05:30
phs_b37931e1,flight_fare,far_b875b0c8,2026-07-30,8666.14,INR,6806.58,1.08,66.33,1.157,0.813,1,1.019,0,demand 1.08 x lead 1.16 x season 0.81 x event 1.00 x competitor 1.02,2026-07-30T03:00:00+05:30
phs_45ec9464,flight_fare,far_b875b0c8,2026-07-31,5104.94,INR,6806.58,0.644,29.32,1.116,0.817,1,0.998,1,demand 0.64 x lead 1.12 x season 0.82 x event 1.00 x competitor 1.00 (clamped to bound),2026-07-31T03:00:00+05:30
phs_e331d02c,flight_fare,far_b875b0c8,2026-08-01,6029.27,INR,6806.58,0.761,57.63,1.14,0.821,1,1.021,0,demand 0.76 x lead 1.14 x season 0.82 x event 1.00 x competitor 1.02,2026-08-01T03:00:00+05:30
phs_825d45a9,flight_fare,far_b875b0c8,2026-08-02,7648.55,INR,6806.58,0.967,49.4,1.133,0.826,1,1.026,0,demand 0.97 x lead 1.13 x season 0.83 x event 1.00 x competitor 1.03,2026-08-02T03:00:00+05:30
phs_f6ce1c7f,flight_fare,far_b875b0c8,2026-08-03,5104.94,INR,6806.58,0.787,43.04,0.98,0.83,1,0.965,1,demand 0.79 x lead 0.98 x season 0.83 x event 1.00 x competitor 0.96 (clamped to bound),2026-08-03T03:00:00+05:30
phs_30807f5a,flight_fare,far_b875b0c8,2026-08-04,6914.80,INR,6806.58,0.863,60.41,1.149,0.834,1,1.024,0,demand 0.86 x lead 1.15 x season 0.83 x event 1.00 x competitor 1.02,2026-08-04T03:00:00+05:30
phs_4e68dc85,flight_fare,far_b875b0c8,2026-08-05,7817.36,INR,6806.58,0.948,50.26,1.125,0.838,1,1.077,0,demand 0.95 x lead 1.12 x season 0.84 x event 1.00 x competitor 1.08,2026-08-05T03:00:00+05:30
phs_a20815a3,flight_fare,far_b875b0c8,2026-08-06,6995.80,INR,6806.58,0.921,54.37,1.153,0.843,1,0.968,0,demand 0.92 x lead 1.15 x season 0.84 x event 1.00 x competitor 0.97,2026-08-06T03:00:00+05:30
phs_e4f8a948,flight_fare,far_b875b0c8,2026-08-07,5104.94,INR,6806.58,0.733,56.21,1.001,0.847,1,0.951,1,demand 0.73 x lead 1.00 x season 0.85 x event 1.00 x competitor 0.95 (clamped to bound),2026-08-07T03:00:00+05:30
phs_93ec2725,flight_fare,far_b875b0c8,2026-08-08,7468.18,INR,6806.58,1.02,68.81,1.113,0.852,1,0.966,0,demand 1.02 x lead 1.11 x season 0.85 x event 1.00 x competitor 0.97,2026-08-08T03:00:00+05:30
phs_2547fb46,flight_fare,far_b875b0c8,2026-08-09,7282.36,INR,6806.58,1.07,77.95,1.017,0.856,1,0.983,0,demand 1.07 x lead 1.02 x season 0.86 x event 1.00 x competitor 0.98,2026-08-09T03:00:00+05:30
phs_e0546046,flight_fare,far_b875b0c8,2026-08-10,5104.94,INR,6806.58,0.658,52.02,1.088,0.861,1,0.971,1,demand 0.66 x lead 1.09 x season 0.86 x event 1.00 x competitor 0.97 (clamped to bound),2026-08-10T03:00:00+05:30
phs_66c792dd,flight_fare,far_b875b0c8,2026-08-11,6305.62,INR,6806.58,0.883,61.54,0.973,0.865,1,1.078,0,demand 0.88 x lead 0.97 x season 0.87 x event 1.00 x competitor 1.08,2026-08-11T03:00:00+05:30
phs_7255dd4d,flight_fare,far_b875b0c8,2026-08-12,7788.77,INR,6806.58,1.23,64.68,0.951,0.87,1,0.978,0,demand 1.23 x lead 0.95 x season 0.87 x event 1.00 x competitor 0.98,2026-08-12T03:00:00+05:30
phs_d5dea63f,flight_fare,far_b875b0c8,2026-08-13,5104.94,INR,6806.58,0.669,37.09,0.988,0.875,1,0.997,1,demand 0.67 x lead 0.99 x season 0.87 x event 1.00 x competitor 1.00 (clamped to bound),2026-08-13T03:00:00+05:30
phs_fe2effe2,flight_fare,far_b875b0c8,2026-08-14,5104.94,INR,6806.58,0.46,18.99,1.127,0.879,1,0.999,1,demand 0.46 x lead 1.13 x season 0.88 x event 1.00 x competitor 1.00 (clamped to bound),2026-08-14T03:00:00+05:30
phs_bfd9a513,flight_fare,far_b875b0c8,2026-08-15,5104.94,INR,6806.58,0.542,31.44,0.991,0.884,1,0.993,1,demand 0.54 x lead 0.99 x season 0.88 x event 1.00 x competitor 0.99 (clamped to bound),2026-08-15T03:00:00+05:30
phs_ef868f66,flight_fare,far_b875b0c8,2026-08-16,5923.09,INR,6806.58,0.751,39.54,1.086,0.889,1,1.067,0,demand 0.75 x lead 1.09 x season 0.89 x event 1.00 x competitor 1.07,2026-08-16T03:00:00+05:30
phs_f702b724,flight_fare,far_b875b0c8,2026-08-17,8354.40,INR,6806.58,1.07,63.23,1.14,0.894,1,1.006,0,demand 1.07 x lead 1.14 x season 0.89 x event 1.00 x competitor 1.01,2026-08-17T03:00:00+05:30
phs_fa944d1f,room_type,rmt_81879895,2026-07-14,5113.69,INR,5518.17,0.677,50.36,1.092,0.756,1.22,1.027,0,demand 0.68 x lead 1.09 x season 0.76 x event 1.22 x competitor 1.03,2026-07-14T03:00:00+05:30
phs_74dabd51,room_type,rmt_81879895,2026-07-15,4512.76,INR,5518.17,0.821,56.97,1.045,0.759,1,0.953,0,demand 0.82 x lead 1.04 x season 0.76 x event 1.00 x competitor 0.95,2026-07-15T03:00:00+05:30
phs_3239aa7d,room_type,rmt_81879895,2026-07-16,4138.63,INR,5518.17,0.683,50.35,1.042,0.762,1,1.028,1,demand 0.68 x lead 1.04 x season 0.76 x event 1.00 x competitor 1.03 (clamped to bound),2026-07-16T03:00:00+05:30
phs_0a272ea9,room_type,rmt_81879895,2026-07-17,4138.63,INR,5518.17,0.455,29.3,1.093,0.766,1,1.001,1,demand 0.46 x lead 1.09 x season 0.77 x event 1.00 x competitor 1.00 (clamped to bound),2026-07-17T03:00:00+05:30
phs_615bde0c,room_type,rmt_81879895,2026-07-18,4303.62,INR,5518.17,0.723,42.56,1.016,0.769,1,1.061,0,demand 0.72 x lead 1.02 x season 0.77 x event 1.00 x competitor 1.06,2026-07-18T03:00:00+05:30
phs_9f1be6fa,room_type,rmt_81879895,2026-07-19,4269.41,INR,5518.17,0.725,51.97,1.053,0.772,1,1.014,0,demand 0.72 x lead 1.05 x season 0.77 x event 1.00 x competitor 1.01,2026-07-19T03:00:00+05:30
phs_f5fa0f14,room_type,rmt_81879895,2026-07-20,4138.63,INR,5518.17,0.549,36.9,0.987,0.776,1,1.069,1,demand 0.55 x lead 0.99 x season 0.78 x event 1.00 x competitor 1.07 (clamped to bound),2026-07-20T03:00:00+05:30
phs_17facdbd,room_type,rmt_81879895,2026-07-21,4138.63,INR,5518.17,0.643,42,1.098,0.779,1,0.974,1,demand 0.64 x lead 1.10 x season 0.78 x event 1.00 x competitor 0.97 (clamped to bound),2026-07-21T03:00:00+05:30
phs_fda210a9,room_type,rmt_81879895,2026-07-22,4138.63,INR,5518.17,0.689,48.66,0.985,0.783,1,1.056,1,demand 0.69 x lead 0.98 x season 0.78 x event 1.00 x competitor 1.06 (clamped to bound),2026-07-22T03:00:00+05:30
phs_b8a6fdb2,room_type,rmt_81879895,2026-07-23,5923.76,INR,5518.17,0.925,57.17,0.962,0.786,1.22,0.989,0,demand 0.92 x lead 0.96 x season 0.79 x event 1.22 x competitor 0.99,2026-07-23T03:00:00+05:30
phs_c0b2dfcb,room_type,rmt_81879895,2026-07-24,4590.01,INR,5518.17,0.735,51.96,1.077,0.79,1,1.051,0,demand 0.73 x lead 1.08 x season 0.79 x event 1.00 x competitor 1.05,2026-07-24T03:00:00+05:30
phs_9686a818,room_type,rmt_81879895,2026-07-25,5666.61,INR,5518.17,0.968,71.65,1.029,0.794,1,1.031,0,demand 0.97 x lead 1.03 x season 0.79 x event 1.00 x competitor 1.03,2026-07-25T03:00:00+05:30
phs_5c26ed1d,room_type,rmt_81879895,2026-07-26,5263.78,INR,5518.17,0.904,48.82,1.024,0.797,1,1.03,0,demand 0.90 x lead 1.02 x season 0.80 x event 1.00 x competitor 1.03,2026-07-26T03:00:00+05:30
phs_abf7d6d1,room_type,rmt_81879895,2026-07-27,6427.56,INR,5518.17,1.035,73,1.084,0.801,1,1.038,0,demand 1.04 x lead 1.08 x season 0.80 x event 1.00 x competitor 1.04,2026-07-27T03:00:00+05:30
phs_c67820bb,room_type,rmt_81879895,2026-07-28,4586.15,INR,5518.17,0.848,51.64,1.024,0.805,1,0.957,0,demand 0.85 x lead 1.02 x season 0.81 x event 1.00 x competitor 0.96,2026-07-28T03:00:00+05:30
phs_9606ad23,room_type,rmt_81879895,2026-07-29,4458.68,INR,5518.17,0.832,40.06,1.01,0.809,1,0.962,0,demand 0.83 x lead 1.01 x season 0.81 x event 1.00 x competitor 0.96,2026-07-29T03:00:00+05:30
phs_8817a137,room_type,rmt_81879895,2026-07-30,6045.71,INR,5518.17,1.035,54.46,1.004,0.813,1,1.054,0,demand 1.04 x lead 1.00 x season 0.81 x event 1.00 x competitor 1.05,2026-07-30T03:00:00+05:30
phs_908e62af,room_type,rmt_81879895,2026-07-31,4711.97,INR,5518.17,0.829,56.92,1.091,0.817,1,0.944,0,demand 0.83 x lead 1.09 x season 0.82 x event 1.00 x competitor 0.94,2026-07-31T03:00:00+05:30
phs_e6736687,room_type,rmt_81879895,2026-08-01,4703.14,INR,5518.17,0.903,51.94,0.989,0.821,1,0.954,0,demand 0.90 x lead 0.99 x season 0.82 x event 1.00 x competitor 0.95,2026-08-01T03:00:00+05:30
phs_4680b405,room_type,rmt_81879895,2026-08-02,6492.13,INR,5518.17,1.073,67.69,1.102,0.826,1,0.995,0,demand 1.07 x lead 1.10 x season 0.83 x event 1.00 x competitor 0.99,2026-08-02T03:00:00+05:30
phs_4b11d562,room_type,rmt_81879895,2026-08-03,6266.43,INR,5518.17,1.015,59.85,1.158,0.83,1,0.966,0,demand 1.02 x lead 1.16 x season 0.83 x event 1.00 x competitor 0.97,2026-08-03T03:00:00+05:30
phs_d144859b,room_type,rmt_81879895,2026-08-04,4966.90,INR,5518.17,0.759,58.61,1.178,0.834,1,1.007,0,demand 0.76 x lead 1.18 x season 0.83 x event 1.00 x competitor 1.01,2026-08-04T03:00:00+05:30
phs_22fdbfbc,room_type,rmt_81879895,2026-08-05,6168.21,INR,5518.17,0.79,40.49,1.118,0.838,1.22,1.037,0,demand 0.79 x lead 1.12 x season 0.84 x event 1.22 x competitor 1.04,2026-08-05T03:00:00+05:30
phs_ceb6e5ca,room_type,rmt_81879895,2026-08-06,5134.11,INR,5518.17,0.839,50.26,1.06,0.843,1,1.046,0,demand 0.84 x lead 1.06 x season 0.84 x event 1.00 x competitor 1.05,2026-08-06T03:00:00+05:30
phs_298c301a,room_type,rmt_81879895,2026-08-07,5628.53,INR,5518.17,0.93,64.54,1.082,0.847,1,1.014,0,demand 0.93 x lead 1.08 x season 0.85 x event 1.00 x competitor 1.01,2026-08-07T03:00:00+05:30
phs_bf3fb68e,room_type,rmt_81879895,2026-08-08,5761.52,INR,5518.17,1.046,54.28,0.95,0.852,1,1.051,0,demand 1.05 x lead 0.95 x season 0.85 x event 1.00 x competitor 1.05,2026-08-08T03:00:00+05:30
phs_a078bdd3,room_type,rmt_81879895,2026-08-09,4279.89,INR,5518.17,0.715,52.82,1.14,0.856,1,0.952,0,demand 0.71 x lead 1.14 x season 0.86 x event 1.00 x competitor 0.95,2026-08-09T03:00:00+05:30
phs_a40da548,room_type,rmt_81879895,2026-08-10,4305.28,INR,5518.17,0.74,42.61,1.083,0.861,1,0.974,0,demand 0.74 x lead 1.08 x season 0.86 x event 1.00 x competitor 0.97,2026-08-10T03:00:00+05:30
phs_a044bc7f,room_type,rmt_81879895,2026-08-11,4138.63,INR,5518.17,0.559,36.98,1.05,0.865,1,0.976,1,demand 0.56 x lead 1.05 x season 0.87 x event 1.00 x competitor 0.98 (clamped to bound),2026-08-11T03:00:00+05:30
phs_455f3b60,room_type,rmt_81879895,2026-08-12,4778.74,INR,5518.17,0.876,63.37,0.991,0.87,1,0.998,0,demand 0.88 x lead 0.99 x season 0.87 x event 1.00 x competitor 1.00,2026-08-12T03:00:00+05:30
phs_4ef4a61d,room_type,rmt_81879895,2026-08-13,5155.07,INR,5518.17,0.903,64.05,1.05,0.875,1,0.985,0,demand 0.90 x lead 1.05 x season 0.87 x event 1.00 x competitor 0.98,2026-08-13T03:00:00+05:30
phs_90c2698c,room_type,rmt_81879895,2026-08-14,6720.03,INR,5518.17,1.101,67.25,1.056,0.879,1,1.047,0,demand 1.10 x lead 1.06 x season 0.88 x event 1.00 x competitor 1.05,2026-08-14T03:00:00+05:30
phs_b44c062f,room_type,rmt_81879895,2026-08-15,5078.92,INR,5518.17,0.839,44.38,1.031,0.884,1,1.064,0,demand 0.84 x lead 1.03 x season 0.88 x event 1.00 x competitor 1.06,2026-08-15T03:00:00+05:30
phs_1a952e8a,room_type,rmt_81879895,2026-08-16,5317.86,INR,5518.17,0.773,49.49,1.16,0.889,1,1.075,0,demand 0.77 x lead 1.16 x season 0.89 x event 1.00 x competitor 1.07,2026-08-16T03:00:00+05:30
phs_d2af521a,room_type,rmt_81879895,2026-08-17,7036.77,INR,5518.17,1.222,77.78,1.017,0.894,1,1.026,0,demand 1.22 x lead 1.02 x season 0.89 x event 1.00 x competitor 1.03,2026-08-17T03:00:00+05:30
phs_a24d4554,room_type,rmt_ca1974aa,2026-07-14,2250.37,INR,3000.49,0.476,28.14,0.987,0.756,1,0.946,1,demand 0.48 x lead 0.99 x season 0.76 x event 1.00 x competitor 0.95 (clamped to bound),2026-07-14T03:00:00+05:30
phs_4be5706d,room_type,rmt_ca1974aa,2026-07-15,2745.45,INR,3000.49,0.777,39.18,1.17,0.759,1,1.006,0,demand 0.78 x lead 1.17 x season 0.76 x event 1.00 x competitor 1.01,2026-07-15T03:00:00+05:30
phs_fe27d05c,room_type,rmt_ca1974aa,2026-07-16,2431.30,INR,3000.49,0.747,36.13,1.048,0.762,1,1.035,0,demand 0.75 x lead 1.05 x season 0.76 x event 1.00 x competitor 1.03,2026-07-16T03:00:00+05:30
phs_1941dabe,room_type,rmt_ca1974aa,2026-07-17,2641.03,INR,3000.49,0.836,45.6,1.001,0.766,1,1.052,0,demand 0.84 x lead 1.00 x season 0.77 x event 1.00 x competitor 1.05,2026-07-17T03:00:00+05:30
phs_5ea80ca0,room_type,rmt_ca1974aa,2026-07-18,3386.95,INR,3000.49,1.041,53.87,1.143,0.769,1,0.949,0,demand 1.04 x lead 1.14 x season 0.77 x event 1.00 x competitor 0.95,2026-07-18T03:00:00+05:30
phs_0b3b91b6,room_type,rmt_ca1974aa,2026-07-19,2468.50,INR,3000.49,0.699,39.81,1.003,0.772,1.22,0.962,0,demand 0.70 x lead 1.00 x season 0.77 x event 1.22 x competitor 0.96,2026-07-19T03:00:00+05:30
phs_6ce66c2a,room_type,rmt_ca1974aa,2026-07-20,2663.53,INR,3000.49,0.876,59.87,0.964,0.776,1,1.051,0,demand 0.88 x lead 0.96 x season 0.78 x event 1.00 x competitor 1.05,2026-07-20T03:00:00+05:30
phs_d936f412,room_type,rmt_ca1974aa,2026-07-21,2298.38,INR,3000.49,0.704,45.45,1.123,0.779,1,0.969,0,demand 0.70 x lead 1.12 x season 0.78 x event 1.00 x competitor 0.97,2026-07-21T03:00:00+05:30
phs_6fe66fa3,room_type,rmt_ca1974aa,2026-07-22,2250.37,INR,3000.49,0.405,20.09,0.978,0.783,1,1.001,1,demand 0.41 x lead 0.98 x season 0.78 x event 1.00 x competitor 1.00 (clamped to bound),2026-07-22T03:00:00+05:30
phs_bd3c4fee,room_type,rmt_ca1974aa,2026-07-23,2250.37,INR,3000.49,0.546,41.69,0.98,0.786,1,1.073,1,demand 0.55 x lead 0.98 x season 0.79 x event 1.00 x competitor 1.07 (clamped to bound),2026-07-23T03:00:00+05:30
phs_7faed854,room_type,rmt_ca1974aa,2026-07-24,2250.37,INR,3000.49,0.669,37.53,0.953,0.79,1,0.947,1,demand 0.67 x lead 0.95 x season 0.79 x event 1.00 x competitor 0.95 (clamped to bound),2026-07-24T03:00:00+05:30
phs_6082b7ab,room_type,rmt_ca1974aa,2026-07-25,3036.20,INR,3000.49,0.932,45.96,1.057,0.794,1,1.027,0,demand 0.93 x lead 1.06 x season 0.79 x event 1.00 x competitor 1.03,2026-07-25T03:00:00+05:30
phs_c4067f43,room_type,rmt_ca1974aa,2026-07-26,2813.86,INR,3000.49,0.941,48.9,0.983,0.797,1,1.014,0,demand 0.94 x lead 0.98 x season 0.80 x event 1.00 x competitor 1.01,2026-07-26T03:00:00+05:30
phs_5f05bfa7,room_type,rmt_ca1974aa,2026-07-27,2250.37,INR,3000.49,0.683,49.61,0.993,0.801,1,0.957,1,demand 0.68 x lead 0.99 x season 0.80 x event 1.00 x competitor 0.96 (clamped to bound),2026-07-27T03:00:00+05:30
phs_0101238a,room_type,rmt_ca1974aa,2026-07-28,2916.18,INR,3000.49,0.902,66.1,1.045,0.805,1,1.031,0,demand 0.90 x lead 1.04 x season 0.81 x event 1.00 x competitor 1.03,2026-07-28T03:00:00+05:30
phs_18cb65ea,room_type,rmt_ca1974aa,2026-07-29,2250.37,INR,3000.49,0.603,37.02,1.166,0.809,1,1.043,1,demand 0.60 x lead 1.17 x season 0.81 x event 1.00 x competitor 1.04 (clamped to bound),2026-07-29T03:00:00+05:30
phs_40a79a2b,room_type,rmt_ca1974aa,2026-07-30,2494.91,INR,3000.49,0.834,49.09,1.038,0.813,1,0.96,0,demand 0.83 x lead 1.04 x season 0.81 x event 1.00 x competitor 0.96,2026-07-30T03:00:00+05:30
phs_6c9ab705,room_type,rmt_ca1974aa,2026-07-31,2569.32,INR,3000.49,0.74,34.54,1.098,0.817,1,1.054,0,demand 0.74 x lead 1.10 x season 0.82 x event 1.00 x competitor 1.05,2026-07-31T03:00:00+05:30
phs_22b5b8b8,room_type,rmt_ca1974aa,2026-08-01,3378.85,INR,3000.49,0.974,71.95,1.151,0.821,1,1.005,0,demand 0.97 x lead 1.15 x season 0.82 x event 1.00 x competitor 1.00,2026-08-01T03:00:00+05:30
phs_745f15bd,room_type,rmt_ca1974aa,2026-08-02,2419.60,INR,3000.49,0.811,39.2,1.033,0.826,1,0.962,0,demand 0.81 x lead 1.03 x season 0.83 x event 1.00 x competitor 0.96,2026-08-02T03:00:00+05:30
