media_id,hotel_id,room_type_id,media_role,file_path,alt_text,width_px,height_px,sort_order,updated_at
hmd_1ee740c5,htl_73b94512,,lobby,media/hotels/htl_73b94512/lobby.jpg,"Lobby view at Casa Courtyard Suites, Leh",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_e0fe63c0,htl_73b94512,rmt_f7dde849,room,media/hotels/htl_73b94512/room.jpg,"Room view at Casa Courtyard Suites, Leh",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_f75ed38f,htl_73b94512,,dining,media/hotels/htl_73b94512/dining.jpg,"Dining view at Casa Courtyard Suites, Leh",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_2e41fa5e,htl_d526541d,,hero,media/hotels/htl_d526541d/hero.jpg,"Hero view at Hillview Sarovar by the Lake, Leh",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_a1a285e1,htl_d526541d,,exterior,media/hotels/htl_d526541d/exterior.jpg,"Exterior view at Hillview Sarovar by the Lake, Leh",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_8722946b,htl_d526541d,,lobby,media/hotels/htl_d526541d/lobby.jpg,"Lobby view at Hillview Sarovar by the Lake, Leh",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_0f0f9cb0,htl_d526541d,rmt_c867633e,room,media/hotels/htl_d526541d/room.jpg,"Room view at Hillview Sarovar by the Lake, Leh",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_766c3209,htl_d526541d,,dining,media/hotels/htl_d526541d/dining.jpg,"Dining view at Hillview Sarovar by the Lake, Leh",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_155870ba,htl_c6ab89b1,,hero,media/hotels/htl_c6ab89b1/hero.jpg,"Hero view at Indigo Meadows by the Lake, Srinagar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_a4a93396,htl_c6ab89b1,,exterior,media/hotels/htl_c6ab89b1/exterior.jpg,"Exterior view at Indigo Meadows by the Lake, Srinagar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_ae60579e,htl_c6ab89b1,,lobby,media/hotels/htl_c6ab89b1/lobby.jpg,"Lobby view at Indigo Meadows by the Lake, Srinagar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_00a40441,htl_c6ab89b1,rmt_9c7f9ef3,room,media/hotels/htl_c6ab89b1/room.jpg,"Room view at Indigo Meadows by the Lake, Srinagar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_46fc95e7,htl_c6ab89b1,,dining,media/hotels/htl_c6ab89b1/dining.jpg,"Dining view at Indigo Meadows by the Lake, Srinagar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_72dbb961,htl_cb869e4b,,hero,media/hotels/htl_cb869e4b/hero.jpg,"Hero view at Hillview Palms Boutique Stay, Srinagar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_e577f864,htl_cb869e4b,,exterior,media/hotels/htl_cb869e4b/exterior.jpg,"Exterior view at Hillview Palms Boutique Stay, Srinagar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_8c83468e,htl_cb869e4b,,lobby,media/hotels/htl_cb869e4b/lobby.jpg,"Lobby view at Hillview Palms Boutique Stay, Srinagar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_493c0d31,htl_cb869e4b,rmt_4def1ddd,room,media/hotels/htl_cb869e4b/room.jpg,"Room view at Hillview Palms Boutique Stay, Srinagar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_74d74648,htl_cb869e4b,,dining,media/hotels/htl_cb869e4b/dining.jpg,"Dining view at Hillview Palms Boutique Stay, Srinagar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_fddb887a,htl_53f95667,,hero,media/hotels/htl_53f95667/hero.jpg,"Hero view at Hotel Mahal & Spa, Srinagar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_fb869715,htl_53f95667,,exterior,media/hotels/htl_53f95667/exterior.jpg,"Exterior view at Hotel Mahal & Spa, Srinagar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_694dd2a2,htl_53f95667,,lobby,media/hotels/htl_53f95667/lobby.jpg,"Lobby view at Hotel Mahal & Spa, Srinagar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_b3d94b1c,htl_53f95667,rmt_a99668b1,room,media/hotels/htl_53f95667/room.jpg,"Room view at Hotel Mahal & Spa, Srinagar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_8a44bed8,htl_53f95667,,dining,media/hotels/htl_53f95667/dining.jpg,"Dining view at Hotel Mahal & Spa, Srinagar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_b2af4c3e,htl_4449653d,,hero,media/hotels/htl_4449653d/hero.jpg,"Hero view at Garden Sanctuary by the Lake, Srinagar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_ad78662d,htl_4449653d,,exterior,media/hotels/htl_4449653d/exterior.jpg,"Exterior view at Garden Sanctuary by the Lake, Srinagar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e053a576,htl_4449653d,,lobby,media/hotels/htl_4449653d/lobby.jpg,"Lobby view at Garden Sanctuary by the Lake, Srinagar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_55cab81a,htl_4449653d,rmt_5742e95a,room,media/hotels/htl_4449653d/room.jpg,"Room view at Garden Sanctuary by the Lake, Srinagar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_6809f8ef,htl_4449653d,,dining,media/hotels/htl_4449653d/dining.jpg,"Dining view at Garden Sanctuary by the Lake, Srinagar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_d62f125c,htl_6439d03a,,hero,media/hotels/htl_6439d03a/hero.jpg,"Hero view at Villa Orchard Heritage, Srinagar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_79b98f6b,htl_6439d03a,,exterior,media/hotels/htl_6439d03a/exterior.jpg,"Exterior view at Villa Orchard Heritage, Srinagar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_c8ac9a3b,htl_6439d03a,,lobby,media/hotels/htl_6439d03a/lobby.jpg,"Lobby view at Villa Orchard Heritage, Srinagar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_f2d9f039,htl_6439d03a,rmt_fa2ef6ea,room,media/hotels/htl_6439d03a/room.jpg,"Room view at Villa Orchard Heritage, Srinagar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_16bd8339,htl_6439d03a,,dining,media/hotels/htl_6439d03a/dining.jpg,"Dining view at Villa Orchard Heritage, Srinagar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_17ec0b1d,htl_e28207c9,,hero,media/hotels/htl_e28207c9/hero.jpg,"Hero view at Grand Mahal by the Lake, Mumbai",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_5fde5acf,htl_e28207c9,,exterior,media/hotels/htl_e28207c9/exterior.jpg,"Exterior view at Grand Mahal by the Lake, Mumbai",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_2492abe4,htl_e28207c9,,lobby,media/hotels/htl_e28207c9/lobby.jpg,"Lobby view at Grand Mahal by the Lake, Mumbai",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_06be8d3c,htl_e28207c9,rmt_b98688cb,room,media/hotels/htl_e28207c9/room.jpg,"Room view at Grand Mahal by the Lake, Mumbai",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_1140fee5,htl_e28207c9,,dining,media/hotels/htl_e28207c9/dining.jpg,"Dining view at Grand Mahal by the Lake, Mumbai",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_5962a970,htl_6fdb8c08,,hero,media/hotels/htl_6fdb8c08/hero.jpg,"Hero view at The Old Palms Heritage, Mumbai",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_7667ad92,htl_6fdb8c08,,exterior,media/hotels/htl_6fdb8c08/exterior.jpg,"Exterior view at The Old Palms Heritage, Mumbai",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_de460745,htl_6fdb8c08,,lobby,media/hotels/htl_6fdb8c08/lobby.jpg,"Lobby view at The Old Palms Heritage, Mumbai",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_d3cc4a2b,htl_6fdb8c08,rmt_41f20a24,room,media/hotels/htl_6fdb8c08/room.jpg,"Room view at The Old Palms Heritage, Mumbai",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_9dfe2e50,htl_6fdb8c08,,dining,media/hotels/htl_6fdb8c08/dining.jpg,"Dining view at The Old Palms Heritage, Mumbai",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_cac23d58,htl_f819e1d6,,hero,media/hotels/htl_f819e1d6/hero.jpg,"Hero view at Villa Nest Resort, Mumbai",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_bf32a587,htl_f819e1d6,,exterior,media/hotels/htl_f819e1d6/exterior.jpg,"Exterior view at Villa Nest Resort, Mumbai",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_4707fc5b,htl_f819e1d6,,lobby,media/hotels/htl_f819e1d6/lobby.jpg,"Lobby view at Villa Nest Resort, Mumbai",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_bcd00c3d,htl_f819e1d6,rmt_21f02a51,room,media/hotels/htl_f819e1d6/room.jpg,"Room view at Villa Nest Resort, Mumbai",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_cd648cfe,htl_f819e1d6,,dining,media/hotels/htl_f819e1d6/dining.jpg,"Dining view at Villa Nest Resort, Mumbai",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_8efc3f67,htl_7e8acd66,,hero,media/hotels/htl_7e8acd66/hero.jpg,"Hero view at Royal Meadows Resort, Mumbai",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_cb572468,htl_7e8acd66,,exterior,media/hotels/htl_7e8acd66/exterior.jpg,"Exterior view at Royal Meadows Resort, Mumbai",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_d5eeba49,htl_7e8acd66,,lobby,media/hotels/htl_7e8acd66/lobby.jpg,"Lobby view at Royal Meadows Resort, Mumbai",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_6474a374,htl_7e8acd66,rmt_61459536,room,media/hotels/htl_7e8acd66/room.jpg,"Room view at Royal Meadows Resort, Mumbai",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_93ee0bf0,htl_7e8acd66,,dining,media/hotels/htl_7e8acd66/dining.jpg,"Dining view at Royal Meadows Resort, Mumbai",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_3e8a3ca1,htl_52debcee,,hero,media/hotels/htl_52debcee/hero.jpg,"Hero view at Villa Regency & Spa, Mumbai",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_26722309,htl_52debcee,,exterior,media/hotels/htl_52debcee/exterior.jpg,"Exterior view at Villa Regency & Spa, Mumbai",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_2e610e76,htl_52debcee,,lobby,media/hotels/htl_52debcee/lobby.jpg,"Lobby view at Villa Regency & Spa, Mumbai",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_2ede8c0c,htl_52debcee,rmt_fe4c30eb,room,media/hotels/htl_52debcee/room.jpg,"Room view at Villa Regency & Spa, Mumbai",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_f9419203,htl_52debcee,,dining,media/hotels/htl_52debcee/dining.jpg,"Dining view at Villa Regency & Spa, Mumbai",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_4dde32c2,htl_b76950b4,,hero,media/hotels/htl_b76950b4/hero.jpg,"Hero view at Palm Niwas Heritage, Pune",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_cb595e3b,htl_b76950b4,,exterior,media/hotels/htl_b76950b4/exterior.jpg,"Exterior view at Palm Niwas Heritage, Pune",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_de487cd7,htl_b76950b4,,lobby,media/hotels/htl_b76950b4/lobby.jpg,"Lobby view at Palm Niwas Heritage, Pune",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_cfbf41e2,htl_b76950b4,rmt_4f3fa69d,room,media/hotels/htl_b76950b4/room.jpg,"Room view at Palm Niwas Heritage, Pune",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_3dcc7c2f,htl_b76950b4,,dining,media/hotels/htl_b76950b4/dining.jpg,"Dining view at Palm Niwas Heritage, Pune",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_22e3b1d2,htl_bf05fe97,,hero,media/hotels/htl_bf05fe97/hero.jpg,"Hero view at Royal Nest Resort, Pune",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_bdc0ab35,htl_bf05fe97,,exterior,media/hotels/htl_bf05fe97/exterior.jpg,"Exterior view at Royal Nest Resort, Pune",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_8fea891b,htl_bf05fe97,,lobby,media/hotels/htl_bf05fe97/lobby.jpg,"Lobby view at Royal Nest Resort, Pune",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_3178185a,htl_bf05fe97,rmt_37a43ed3,room,media/hotels/htl_bf05fe97/room.jpg,"Room view at Royal Nest Resort, Pune",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_1c0dc1dc,htl_bf05fe97,,dining,media/hotels/htl_bf05fe97/dining.jpg,"Dining view at Royal Nest Resort, Pune",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_b5f98add,htl_4a6af4a8,,hero,media/hotels/htl_4a6af4a8/hero.jpg,"Hero view at Amber Bungalow Inn, Pune",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_f30d2cc6,htl_4a6af4a8,,exterior,media/hotels/htl_4a6af4a8/exterior.jpg,"Exterior view at Amber Bungalow Inn, Pune",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_3c00bd7b,htl_4a6af4a8,,lobby,media/hotels/htl_4a6af4a8/lobby.jpg,"Lobby view at Amber Bungalow Inn, Pune",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8d02052c,htl_4a6af4a8,rmt_e83b097a,room,media/hotels/htl_4a6af4a8/room.jpg,"Room view at Amber Bungalow Inn, Pune",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_4a01b6f4,htl_4a6af4a8,,dining,media/hotels/htl_4a6af4a8/dining.jpg,"Dining view at Amber Bungalow Inn, Pune",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_a24647f8,htl_692b71cc,,hero,media/hotels/htl_692b71cc/hero.jpg,"Hero view at Riverside Kothi Boutique Stay, Pune",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_24cabbed,htl_692b71cc,,exterior,media/hotels/htl_692b71cc/exterior.jpg,"Exterior view at Riverside Kothi Boutique Stay, Pune",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_ab953b46,htl_692b71cc,,lobby,media/hotels/htl_692b71cc/lobby.jpg,"Lobby view at Riverside Kothi Boutique Stay, Pune",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8ab172b0,htl_692b71cc,rmt_351c3194,room,media/hotels/htl_692b71cc/room.jpg,"Room view at Riverside Kothi Boutique Stay, Pune",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_28e46613,htl_692b71cc,,dining,media/hotels/htl_692b71cc/dining.jpg,"Dining view at Riverside Kothi Boutique Stay, Pune",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_369a0f18,htl_6961a498,,hero,media/hotels/htl_6961a498/hero.jpg,"Hero view at Grand Retreat Homestay, Pune",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_53fb5f64,htl_6961a498,,exterior,media/hotels/htl_6961a498/exterior.jpg,"Exterior view at Grand Retreat Homestay, Pune",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_a0e357ae,htl_6961a498,,lobby,media/hotels/htl_6961a498/lobby.jpg,"Lobby view at Grand Retreat Homestay, Pune",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_01b6395c,htl_6961a498,rmt_bb6fd965,room,media/hotels/htl_6961a498/room.jpg,"Room view at Grand Retreat Homestay, Pune",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_1a20a020,htl_6961a498,,dining,media/hotels/htl_6961a498/dining.jpg,"Dining view at Grand Retreat Homestay, Pune",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_661c5687,htl_1dc2d45a,,hero,media/hotels/htl_1dc2d45a/hero.jpg,"Hero view at Hillview Kothi, Aurangabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_d59a917a,htl_1dc2d45a,,exterior,media/hotels/htl_1dc2d45a/exterior.jpg,"Exterior view at Hillview Kothi, Aurangabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e0e30c26,htl_1dc2d45a,,lobby,media/hotels/htl_1dc2d45a/lobby.jpg,"Lobby view at Hillview Kothi, Aurangabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8232b16a,htl_1dc2d45a,rmt_bde6c4e8,room,media/hotels/htl_1dc2d45a/room.jpg,"Room view at Hillview Kothi, Aurangabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_b25bfc15,htl_1dc2d45a,,dining,media/hotels/htl_1dc2d45a/dining.jpg,"Dining view at Hillview Kothi, Aurangabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_a2d95c8b,htl_d1ff6baa,,hero,media/hotels/htl_d1ff6baa/hero.jpg,"Hero view at The Old Terraces Homestay, Aurangabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_333c0336,htl_d1ff6baa,,exterior,media/hotels/htl_d1ff6baa/exterior.jpg,"Exterior view at The Old Terraces Homestay, Aurangabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_81c1beb7,htl_d1ff6baa,,lobby,media/hotels/htl_d1ff6baa/lobby.jpg,"Lobby view at The Old Terraces Homestay, Aurangabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_517ee52e,htl_d1ff6baa,rmt_36e72487,room,media/hotels/htl_d1ff6baa/room.jpg,"Room view at The Old Terraces Homestay, Aurangabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_cbf50aaf,htl_d1ff6baa,,dining,media/hotels/htl_d1ff6baa/dining.jpg,"Dining view at The Old Terraces Homestay, Aurangabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_67b1df22,htl_28873757,,hero,media/hotels/htl_28873757/hero.jpg,"Hero view at Indigo Niwas Homestay, Aurangabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_1991d4d2,htl_28873757,,exterior,media/hotels/htl_28873757/exterior.jpg,"Exterior view at Indigo Niwas Homestay, Aurangabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_3e0ae40d,htl_28873757,,lobby,media/hotels/htl_28873757/lobby.jpg,"Lobby view at Indigo Niwas Homestay, Aurangabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8efe085f,htl_28873757,rmt_5ded57e5,room,media/hotels/htl_28873757/room.jpg,"Room view at Indigo Niwas Homestay, Aurangabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_5a0c4ac9,htl_28873757,,dining,media/hotels/htl_28873757/dining.jpg,"Dining view at Indigo Niwas Homestay, Aurangabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_ee23acd5,htl_be32214e,,hero,media/hotels/htl_be32214e/hero.jpg,"Hero view at The Sarovar Suites, Aurangabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_04319292,htl_be32214e,,exterior,media/hotels/htl_be32214e/exterior.jpg,"Exterior view at The Sarovar Suites, Aurangabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_0c58e8c7,htl_be32214e,,lobby,media/hotels/htl_be32214e/lobby.jpg,"Lobby view at The Sarovar Suites, Aurangabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_457dd2db,htl_be32214e,rmt_aadbb36a,room,media/hotels/htl_be32214e/room.jpg,"Room view at The Sarovar Suites, Aurangabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_69f592c4,htl_be32214e,,dining,media/hotels/htl_be32214e/dining.jpg,"Dining view at The Sarovar Suites, Aurangabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_12a3793b,htl_9553dd98,,hero,media/hotels/htl_9553dd98/hero.jpg,"Hero view at Riverside Meadows Suites, Aurangabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_a5cc62ff,htl_9553dd98,,exterior,media/hotels/htl_9553dd98/exterior.jpg,"Exterior view at Riverside Meadows Suites, Aurangabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_4b1898d4,htl_9553dd98,,lobby,media/hotels/htl_9553dd98/lobby.jpg,"Lobby view at Riverside Meadows Suites, Aurangabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_5a1b2ebc,htl_9553dd98,rmt_2a746672,room,media/hotels/htl_9553dd98/room.jpg,"Room view at Riverside Meadows Suites, Aurangabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_dfcf2408,htl_9553dd98,,dining,media/hotels/htl_9553dd98/dining.jpg,"Dining view at Riverside Meadows Suites, Aurangabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_7ac45477,htl_7d0e7ea3,,hero,media/hotels/htl_7d0e7ea3/hero.jpg,"Hero view at Hotel Courtyard by the Lake, Ahmedabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_edf01d25,htl_7d0e7ea3,,exterior,media/hotels/htl_7d0e7ea3/exterior.jpg,"Exterior view at Hotel Courtyard by the Lake, Ahmedabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_70f04212,htl_7d0e7ea3,,lobby,media/hotels/htl_7d0e7ea3/lobby.jpg,"Lobby view at Hotel Courtyard by the Lake, Ahmedabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_a1c2dae7,htl_7d0e7ea3,rmt_cceb6055,room,media/hotels/htl_7d0e7ea3/room.jpg,"Room view at Hotel Courtyard by the Lake, Ahmedabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_29141955,htl_7d0e7ea3,,dining,media/hotels/htl_7d0e7ea3/dining.jpg,"Dining view at Hotel Courtyard by the Lake, Ahmedabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_e9b8e92d,htl_7cacf12d,,hero,media/hotels/htl_7cacf12d/hero.jpg,"Hero view at The Residency Homestay, Ahmedabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_372f8a31,htl_7cacf12d,,exterior,media/hotels/htl_7cacf12d/exterior.jpg,"Exterior view at The Residency Homestay, Ahmedabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_3867d418,htl_7cacf12d,,lobby,media/hotels/htl_7cacf12d/lobby.jpg,"Lobby view at The Residency Homestay, Ahmedabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_44e088e9,htl_7cacf12d,rmt_ba5d7ad1,room,media/hotels/htl_7cacf12d/room.jpg,"Room view at The Residency Homestay, Ahmedabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_709201c0,htl_7cacf12d,,dining,media/hotels/htl_7cacf12d/dining.jpg,"Dining view at The Residency Homestay, Ahmedabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_743d0280,htl_107cf306,,hero,media/hotels/htl_107cf306/hero.jpg,"Hero view at Amber Regency Resort, Ahmedabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_1615e384,htl_107cf306,,exterior,media/hotels/htl_107cf306/exterior.jpg,"Exterior view at Amber Regency Resort, Ahmedabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_708d5e49,htl_107cf306,,lobby,media/hotels/htl_107cf306/lobby.jpg,"Lobby view at Amber Regency Resort, Ahmedabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_2387a8da,htl_107cf306,rmt_7c90bc9e,room,media/hotels/htl_107cf306/room.jpg,"Room view at Amber Regency Resort, Ahmedabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_fa85d7aa,htl_107cf306,,dining,media/hotels/htl_107cf306/dining.jpg,"Dining view at Amber Regency Resort, Ahmedabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_fc00e641,htl_9fca9e1c,,hero,media/hotels/htl_9fca9e1c/hero.jpg,"Hero view at The Sanctuary Boutique Stay, Ahmedabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_8a1a18ba,htl_9fca9e1c,,exterior,media/hotels/htl_9fca9e1c/exterior.jpg,"Exterior view at The Sanctuary Boutique Stay, Ahmedabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_240e2af9,htl_9fca9e1c,,lobby,media/hotels/htl_9fca9e1c/lobby.jpg,"Lobby view at The Sanctuary Boutique Stay, Ahmedabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_26a5e60d,htl_9fca9e1c,rmt_857bd06f,room,media/hotels/htl_9fca9e1c/room.jpg,"Room view at The Sanctuary Boutique Stay, Ahmedabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_6ba2ce48,htl_9fca9e1c,,dining,media/hotels/htl_9fca9e1c/dining.jpg,"Dining view at The Sanctuary Boutique Stay, Ahmedabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_310f5b55,htl_55eda192,,hero,media/hotels/htl_55eda192/hero.jpg,"Hero view at The Old Terraces Resort, Ahmedabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_93819595,htl_55eda192,,exterior,media/hotels/htl_55eda192/exterior.jpg,"Exterior view at The Old Terraces Resort, Ahmedabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_4aa8d82b,htl_55eda192,,lobby,media/hotels/htl_55eda192/lobby.jpg,"Lobby view at The Old Terraces Resort, Ahmedabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_29f2e40e,htl_55eda192,rmt_2bfbfea7,room,media/hotels/htl_55eda192/room.jpg,"Room view at The Old Terraces Resort, Ahmedabad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_34c3510d,htl_55eda192,,dining,media/hotels/htl_55eda192/dining.jpg,"Dining view at The Old Terraces Resort, Ahmedabad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_4948b79a,htl_85d1f924,,hero,media/hotels/htl_85d1f924/hero.jpg,"Hero view at Casa Sanctuary, Bhuj",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_6aed12d2,htl_85d1f924,,exterior,media/hotels/htl_85d1f924/exterior.jpg,"Exterior view at Casa Sanctuary, Bhuj",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_43eafd40,htl_85d1f924,,lobby,media/hotels/htl_85d1f924/lobby.jpg,"Lobby view at Casa Sanctuary, Bhuj",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_e56b5a5b,htl_85d1f924,rmt_5226ac27,room,media/hotels/htl_85d1f924/room.jpg,"Room view at Casa Sanctuary, Bhuj",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_5a5b7f05,htl_85d1f924,,dining,media/hotels/htl_85d1f924/dining.jpg,"Dining view at Casa Sanctuary, Bhuj",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_c1f43853,htl_fa769a3e,,hero,media/hotels/htl_fa769a3e/hero.jpg,"Hero view at The Old Bagh Resort, Bhuj",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_59e9fb53,htl_fa769a3e,,exterior,media/hotels/htl_fa769a3e/exterior.jpg,"Exterior view at The Old Bagh Resort, Bhuj",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_9c35415e,htl_fa769a3e,,lobby,media/hotels/htl_fa769a3e/lobby.jpg,"Lobby view at The Old Bagh Resort, Bhuj",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_bd79b51f,htl_fa769a3e,rmt_c81be325,room,media/hotels/htl_fa769a3e/room.jpg,"Room view at The Old Bagh Resort, Bhuj",1600,1067,3,2026-08-18T10:00:00+05:30
