room_type_id,hotel_id,name,max_occupancy,max_adults,max_children,bed_config,size_sqm,base_rate,currency,total_units,smoking_allowed,status,updated_at
rmt_71da0158,htl_64b0b167,Deluxe,2,2,0,queen,29,23428.77,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_963ad866,htl_7a46102c,Deluxe,2,2,0,twin,41,2955.17,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_edd5323e,htl_7a46102c,Standard,2,2,0,double,56,3693.97,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_db3ec392,htl_7a46102c,Heritage Room,2,2,0,single,24,4728.28,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_d4ace0f4,htl_7a46102c,Deluxe Garden View,3,3,1,king,22,6501.38,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_7aedb95f,htl_c758f72a,Standard,2,2,0,single,47,6844.70,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_e6e267b9,htl_c758f72a,Family Room,4,3,2,bunk,19,8555.87,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_5826708f,htl_c758f72a,Deluxe,2,2,0,bunk,16,10951.51,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_372183b1,htl_c758f72a,Executive,2,2,0,single,31,15058.33,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_51b7ae14,htl_623c41c5,Standard,2,2,0,twin,33,2093.17,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_cf4717f5,htl_623c41c5,Deluxe Garden View,3,3,1,twin_double,41,2616.46,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_48c1970b,htl_623c41c5,Twin Economy,2,2,0,queen,55,3349.07,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_8ae47434,htl_623c41c5,Deluxe,2,2,0,bunk,61,4604.97,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_3e369548,htl_97c0591b,Heritage Room,2,2,0,king,,2232.21,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_1b2435c6,htl_97c0591b,Deluxe,2,2,0,king,16,2790.26,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_73d9920d,htl_97c0591b,Deluxe Garden View,3,3,1,queen,42,3571.54,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_ddfb7c69,htl_97c0591b,Family Room,4,3,2,bunk,,4910.86,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_0d517e28,htl_2b79009c,Premier Suite,4,3,2,king,33,6250.87,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_0f009220,htl_2b79009c,Deluxe,2,2,0,twin,46,7813.59,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_86ef7278,htl_2b79009c,Twin Economy,2,2,0,twin_double,18,10001.39,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_296871dc,htl_2b79009c,Deluxe Garden View,3,3,1,queen,23,13751.91,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_2678c966,htl_a7f2c402,Premier Suite,4,3,2,single,49,1588.16,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_db3de30c,htl_a7f2c402,Standard,2,2,0,bunk,52,1985.20,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_b0159276,htl_a7f2c402,Deluxe Garden View,3,3,1,king,53,2541.06,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_ee15aca6,htl_a7f2c402,Deluxe,2,2,0,single,18,3493.96,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_dd931f5b,htl_64e6662b,Executive,2,2,0,king,46,6396.53,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_6b160278,htl_64e6662b,Premier Suite,4,3,2,single,26,7995.67,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_15de3a69,htl_64e6662b,Deluxe,2,2,0,bunk,36,10234.45,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_db78dfab,htl_64e6662b,Twin Economy,2,2,0,single,30,14072.38,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_6c573e06,htl_0e2c0e6e,Deluxe,2,2,0,bunk,53,3383.31,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_c5a671f6,htl_0e2c0e6e,Twin Economy,2,2,0,king,52,4229.13,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_1afa9c98,htl_0e2c0e6e,Family Room,4,3,2,double,37,5413.29,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_67e1e532,htl_0e2c0e6e,Heritage Room,2,2,0,double,49,7443.27,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_db8d07d3,htl_34a81c98,Deluxe Garden View,3,3,1,queen,40,7146.89,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_7943a300,htl_34a81c98,Family Room,4,3,2,double,39,8933.62,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_3d4d5716,htl_34a81c98,Standard,2,2,0,king,52,11435.03,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_79cb87ec,htl_34a81c98,Premier Suite,4,3,2,twin_double,24,15723.16,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_d1499d65,htl_fc4f2312,Premier Suite,4,3,2,queen,18,11649.56,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_28c9b46c,htl_fc4f2312,Standard,2,2,0,twin_double,30,14561.95,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_a7956122,htl_fc4f2312,Deluxe,2,2,0,king,,18639.29,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_0cd82f06,htl_fc4f2312,Family Room,4,3,2,twin_double,17,25629.03,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_f7b8722c,htl_2c61b5c9,Deluxe Garden View,3,3,1,king,35,3821.74,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_5b75d1bb,htl_2c61b5c9,Executive,2,2,0,double,37,4777.17,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_54abd084,htl_2c61b5c9,Family Room,4,3,2,king,18,6114.78,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_8f603e4f,htl_2c61b5c9,Premier Suite,4,3,2,king,40,8407.82,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_8f366505,htl_7920dc76,Twin Economy,2,2,0,single,22,2218.80,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_281cdffe,htl_7920dc76,Deluxe Garden View,3,3,1,double,40,2773.50,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_4163a512,htl_7920dc76,Premier Suite,4,3,2,twin_double,45,3550.08,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_5205cb45,htl_7920dc76,Standard,2,2,0,twin,16,4881.36,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_923a8916,htl_07bfe1c5,Standard,2,2,0,queen,48,1944.35,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_aca31c09,htl_07bfe1c5,Family Room,4,3,2,bunk,49,2430.44,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_1aa70708,htl_07bfe1c5,Heritage Room,2,2,0,king,61,3110.96,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_f151034c,htl_07bfe1c5,Premier Suite,4,3,2,single,51,4277.57,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_84950119,htl_8727e865,Heritage Room,2,2,0,king,58,5367.11,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_eafcf781,htl_8727e865,Family Room,4,3,2,double,23,6708.88,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_dec6e52e,htl_8727e865,Twin Economy,2,2,0,queen,21,8587.37,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_050e238e,htl_8727e865,Executive,2,2,0,twin_double,22,11807.63,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_2dd1de63,htl_edab68d0,Standard,2,2,0,single,49,11513.65,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_48fcd6e9,htl_edab68d0,Premier Suite,4,3,2,double,,14392.06,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_4477c345,htl_edab68d0,Heritage Room,2,2,0,double,61,18421.84,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_bff5ea54,htl_edab68d0,Executive,2,2,0,bunk,25,25330.03,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_b6e168a7,htl_76c57a96,Heritage Room,2,2,0,double,41,1613.05,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_3f20cfe3,htl_76c57a96,Family Room,4,3,2,twin_double,21,2016.32,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_2e6b37c4,htl_76c57a96,Deluxe,2,2,0,king,19,2580.88,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_40239d2c,htl_76c57a96,Twin Economy,2,2,0,single,23,3548.72,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_363b952e,htl_f6df417b,Family Room,4,3,2,bunk,31,10422.42,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_89a1197c,htl_f6df417b,Deluxe,2,2,0,twin,16,13028.03,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_22c2a674,htl_f6df417b,Standard,2,2,0,twin,,16675.88,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_58af0d23,htl_f6df417b,Executive,2,2,0,twin_double,40,22929.33,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_e156013c,htl_73b94512,Deluxe Garden View,3,3,1,twin,52,356.11,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_f7dde849,htl_73b94512,Standard,2,2,0,queen,20,2472.97,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_bfbec016,htl_73b94512,Family Room,4,3,2,queen,50,3165.40,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_25f397a2,htl_73b94512,Deluxe,2,2,0,twin_double,44,4352.43,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_c867633e,htl_d526541d,Standard,2,2,0,twin_double,42,14955.76,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_032042e7,htl_d526541d,Twin Economy,2,2,0,king,58,18694.70,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_cd58fb6c,htl_d526541d,Family Room,4,3,2,double,53,23929.22,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_e67cfa4b,htl_d526541d,Executive,2,2,0,king,42,32902.68,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_94a3c5f2,htl_c6ab89b1,Deluxe Garden View,3,3,1,double,41,3236.71,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_9c7f9ef3,htl_c6ab89b1,Family Room,4,3,2,queen,53,4045.89,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_e1c91b66,htl_c6ab89b1,Deluxe,2,2,0,double,17,5178.74,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_4a3554c4,htl_c6ab89b1,Twin Economy,2,2,0,twin_double,32,7120.76,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_4def1ddd,htl_cb869e4b,Premier Suite,4,3,2,single,36,6272.25,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_f2f2c965,htl_cb869e4b,Executive,2,2,0,double,37,7840.32,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_31045f8d,htl_cb869e4b,Standard,2,2,0,single,54,10035.61,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_b8d9eb24,htl_cb869e4b,Twin Economy,2,2,0,twin_double,24,13798.96,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_a99668b1,htl_53f95667,Premier Suite,4,3,2,queen,59,2627.57,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_1d640259,htl_53f95667,Deluxe Garden View,3,3,1,twin_double,21,3284.47,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_160cfd98,htl_53f95667,Executive,2,2,0,twin_double,35,4204.12,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_000c0568,htl_53f95667,Family Room,4,3,2,twin_double,23,5780.66,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_712b5e11,htl_4449653d,Twin Economy,2,2,0,bunk,29,14052.63,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_a6f63f5a,htl_4449653d,Heritage Room,2,2,0,double,24,17565.78,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_5742e95a,htl_4449653d,Standard,2,2,0,twin,53,22484.20,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_afa1e735,htl_4449653d,Deluxe,2,2,0,double,54,30915.78,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_5ad7ba13,htl_6439d03a,Premier Suite,4,3,2,twin_double,23,11476.68,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_d6753252,htl_6439d03a,Deluxe,2,2,0,queen,27,14345.85,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_fa2ef6ea,htl_6439d03a,Heritage Room,2,2,0,twin_double,43,18362.68,INR,17,1,active,2026-08-18T10:00:00+05:30
rmt_ec814c1b,htl_6439d03a,Standard,2,2,0,king,19,25248.69,INR,10,1,active,2026-08-18T10:00:00+05:30
rmt_e788942c,htl_e28207c9,Deluxe Garden View,3,3,1,double,49,2645.76,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_0984138d,htl_e28207c9,Standard,2,2,0,single,43,3307.21,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_b98688cb,htl_e28207c9,Executive,2,2,0,twin,22,4233.22,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_2be23202,htl_e28207c9,Premier Suite,4,3,2,double,50,5820.68,INR,9,1,active,2026-08-18T10:00:00+05:30
rmt_42ee9a69,htl_6fdb8c08,Standard,2,2,0,double,21,3903.08,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_ce262e92,htl_6fdb8c08,Premier Suite,4,3,2,queen,42,4878.86,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_41f20a24,htl_6fdb8c08,Deluxe Garden View,3,3,1,queen,30,6244.94,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_8c0f9254,htl_6fdb8c08,Family Room,4,3,2,queen,23,8586.79,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_21f02a51,htl_f819e1d6,Deluxe Garden View,3,3,1,queen,46,1728.22,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_a831ecbe,htl_f819e1d6,Twin Economy,2,2,0,bunk,,2160.27,INR,16,1,active,2026-08-18T10:00:00+05:30
rmt_25f29e90,htl_f819e1d6,Standard,2,2,0,queen,46,2765.15,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_27a442c4,htl_f819e1d6,Executive,2,2,0,single,34,3802.07,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_c4bb0df8,htl_7e8acd66,Standard,2,2,0,king,,2642.65,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_5408036b,htl_7e8acd66,Premier Suite,4,3,2,bunk,46,3303.31,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_a89f152d,htl_7e8acd66,Deluxe Garden View,3,3,1,single,44,4228.24,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_61459536,htl_7e8acd66,Executive,2,2,0,twin_double,,5813.82,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_c2b24a4a,htl_52debcee,Deluxe Garden View,3,3,1,bunk,51,6308.21,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_fe4c30eb,htl_52debcee,Family Room,4,3,2,king,56,7885.27,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_0113eeb3,htl_52debcee,Standard,2,2,0,single,60,10093.14,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_ff9c44ca,htl_52debcee,Deluxe,2,2,0,twin_double,19,13878.07,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_0f9bc16e,htl_b76950b4,Deluxe Garden View,3,3,1,single,16,3274.43,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_3cd4eb6d,htl_b76950b4,Deluxe,2,2,0,queen,34,4093.03,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_014d864d,htl_b76950b4,Premier Suite,4,3,2,queen,39,5239.08,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_4f3fa69d,htl_b76950b4,Twin Economy,2,2,0,twin_double,49,7203.74,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_37a43ed3,htl_bf05fe97,Standard,2,2,0,single,23,2973.00,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_3a8fdf65,htl_bf05fe97,Deluxe Garden View,3,3,1,single,42,3716.26,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_0a4424bd,htl_bf05fe97,Heritage Room,2,2,0,single,59,4756.81,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_b3b1eab5,htl_bf05fe97,Family Room,4,3,2,twin_double,,6540.61,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_06a3711f,htl_4a6af4a8,Twin Economy,2,2,0,twin,20,1479.13,INR,22,1,active,2026-08-18T10:00:00+05:30
rmt_71adb7eb,htl_4a6af4a8,Deluxe Garden View,3,3,1,queen,,1848.91,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_2e70cc92,htl_4a6af4a8,Family Room,4,3,2,double,30,2366.60,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_e83b097a,htl_4a6af4a8,Heritage Room,2,2,0,single,59,3254.08,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_351c3194,htl_692b71cc,Family Room,4,3,2,queen,21,2962.20,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_74c057c9,htl_692b71cc,Deluxe,2,2,0,single,21,3702.75,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_53e05e64,htl_692b71cc,Executive,2,2,0,twin,61,4739.51,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_69b4a71d,htl_692b71cc,Deluxe Garden View,3,3,1,king,37,6516.83,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_d0f7d9a3,htl_6961a498,Standard,2,2,0,bunk,57,2882.74,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_bb6fd965,htl_6961a498,Deluxe,2,2,0,double,29,3603.43,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_50ad8a4a,htl_6961a498,Premier Suite,4,3,2,double,51,4612.39,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_9c46aba3,htl_6961a498,Family Room,4,3,2,twin,28,6342.03,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_1ccb5b81,htl_1dc2d45a,Heritage Room,2,2,0,king,52,6584.07,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_e1c75857,htl_1dc2d45a,Deluxe Garden View,3,3,1,queen,49,8230.09,INR,9,1,active,2026-08-18T10:00:00+05:30
rmt_bde6c4e8,htl_1dc2d45a,Executive,2,2,0,queen,42,10534.51,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_e92e5f89,htl_1dc2d45a,Family Room,4,3,2,queen,16,14484.96,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_71f221d5,htl_d1ff6baa,Executive,2,2,0,twin_double,20,3757.83,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_36e72487,htl_d1ff6baa,Deluxe,2,2,0,bunk,55,4697.29,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_00657163,htl_d1ff6baa,Standard,2,2,0,king,61,6012.53,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_c7b8ff94,htl_d1ff6baa,Heritage Room,2,2,0,bunk,59,8267.23,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_a3594036,htl_28873757,Heritage Room,2,2,0,double,59,6590.02,INR,15,1,active,2026-08-18T10:00:00+05:30
rmt_5ded57e5,htl_28873757,Twin Economy,2,2,0,single,49,8237.53,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_a1181b1e,htl_28873757,Deluxe,2,2,0,single,31,10544.04,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_90ba0cc3,htl_28873757,Deluxe Garden View,3,3,1,bunk,39,14498.05,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_67b30175,htl_be32214e,Standard,2,2,0,twin,28,2672.02,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_7be6dd38,htl_be32214e,Executive,2,2,0,single,46,3340.03,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_aadbb36a,htl_be32214e,Premier Suite,4,3,2,twin_double,,4275.24,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_057cb85a,htl_be32214e,Deluxe Garden View,3,3,1,twin_double,57,5878.45,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_e85f70fe,htl_9553dd98,Premier Suite,4,3,2,bunk,26,6638.46,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_2a746672,htl_9553dd98,Executive,2,2,0,bunk,21,8298.07,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_c28b8198,htl_9553dd98,Heritage Room,2,2,0,bunk,60,10621.53,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_67041579,htl_9553dd98,Family Room,4,3,2,single,27,14604.61,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_cceb6055,htl_7d0e7ea3,Heritage Room,2,2,0,bunk,35,5419.17,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_e9242d64,htl_7d0e7ea3,Twin Economy,2,2,0,king,20,6773.96,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_6369ff13,htl_7d0e7ea3,Executive,2,2,0,bunk,24,8670.67,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_2f599743,htl_7d0e7ea3,Family Room,4,3,2,bunk,47,11922.18,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_a4e11464,htl_7cacf12d,Standard,2,2,0,queen,58,15599.75,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_5615446c,htl_7cacf12d,Family Room,4,3,2,twin,34,19499.69,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_1b395694,htl_7cacf12d,Deluxe Garden View,3,3,1,king,20,24959.61,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_ba5d7ad1,htl_7cacf12d,Executive,2,2,0,bunk,48,34319.46,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_0beb6ec4,htl_107cf306,Heritage Room,2,2,0,bunk,42,2829.87,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_19b2eaa0,htl_107cf306,Executive,2,2,0,queen,50,3537.34,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_bb3ff33f,htl_107cf306,Deluxe,2,2,0,twin_double,27,4527.79,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_7c90bc9e,htl_107cf306,Standard,2,2,0,double,27,6225.71,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_c8ebae04,htl_9fca9e1c,Twin Economy,2,2,0,double,25,10198.77,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_df122cab,htl_9fca9e1c,Deluxe,2,2,0,bunk,50,12748.46,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_857bd06f,htl_9fca9e1c,Executive,2,2,0,double,29,16318.03,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_ac758da4,htl_9fca9e1c,Family Room,4,3,2,twin_double,35,22437.30,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_a2f931b4,htl_55eda192,Twin Economy,2,2,0,king,35,3067.29,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_15ac4f1d,htl_55eda192,Standard,2,2,0,single,56,3834.11,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_2ffaeba4,htl_55eda192,Heritage Room,2,2,0,single,39,4907.66,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_2bfbfea7,htl_55eda192,Executive,2,2,0,double,55,6748.03,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_11bc705e,htl_85d1f924,Deluxe,2,2,0,single,18,3176.73,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_5226ac27,htl_85d1f924,Heritage Room,2,2,0,queen,44,3970.92,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_77a7165a,htl_85d1f924,Twin Economy,2,2,0,king,56,5082.77,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_51edc116,htl_85d1f924,Standard,2,2,0,twin,37,6988.81,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_658eac3f,htl_fa769a3e,Standard,2,2,0,king,42,10940.21,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_616e81e4,htl_fa769a3e,Executive,2,2,0,king,27,13675.26,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_c81be325,htl_fa769a3e,Deluxe Garden View,3,3,1,bunk,45,17504.34,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_1eabdfed,htl_fa769a3e,Premier Suite,4,3,2,bunk,31,24068.46,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_2698e098,htl_4906f5ef,Heritage Room,2,2,0,twin,34,14633.27,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_d22bc3ea,htl_4906f5ef,Twin Economy,2,2,0,single,22,18291.58,INR,15,1,active,2026-08-18T10:00:00+05:30
rmt_17ee9eea,htl_4906f5ef,Deluxe,2,2,0,twin_double,49,23413.22,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_5232dcaa,htl_4906f5ef,Executive,2,2,0,twin_double,51,32193.18,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_a1f469aa,htl_722f8202,Twin Economy,2,2,0,bunk,24,11576.88,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_4b2afc2f,htl_722f8202,Family Room,4,3,2,queen,33,14471.10,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_c0775d07,htl_722f8202,Deluxe,2,2,0,bunk,51,18523.00,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_7440b2f7,htl_722f8202,Premier Suite,4,3,2,double,59,25469.13,INR,20,1,active,2026-08-18T10:00:00+05:30
rmt_bba0da4f,htl_f8fc5376,Deluxe Garden View,3,3,1,bunk,54,6807.71,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_c5694dba,htl_f8fc5376,Executive,2,2,0,twin,46,8509.64,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_1e1423ce,htl_f8fc5376,Standard,2,2,0,twin,35,10892.34,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_f63d13a9,htl_f8fc5376,Family Room,4,3,2,twin,26,14976.97,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_df4758a1,htl_704d96f5,Executive,2,2,0,double,49,2707.61,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_2c314286,htl_704d96f5,Standard,2,2,0,twin,39,3384.52,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_00f0d517,htl_704d96f5,Deluxe,2,2,0,king,52,4332.18,INR,11,1,active,2026-08-18T10:00:00+05:30
rmt_65efe7b9,htl_704d96f5,Heritage Room,2,2,0,queen,22,5956.75,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_3194f20d,htl_14aa3026,Twin Economy,2,2,0,single,59,10524.98,INR,6,1,active,2026-08-18T10:00:00+05:30
rmt_10feab38,htl_14aa3026,Premier Suite,4,3,2,twin_double,,13156.23,INR,11,1,active,2026-08-18T10:00:00+05:30
rmt_5ebfe031,htl_14aa3026,Family Room,4,3,2,twin,,16839.98,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_bd238dcb,htl_14aa3026,Heritage Room,2,2,0,single,49,23154.97,INR,18,0,active,2026-08-18T10:00:00+05:30
